hands_deadlift,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
hands_normal,0.39986100792884827,0.043347205966711044,-0.20932845771312714,0.9999988079071045,0.4149804711341858,0.027608061209321022,-0.1796320378780365,0.9999959468841553,0.4230799078941345,0.02723919413983822,-0.17975695431232452,0.9999960064888,0.4329272508621216,0.026593510061502457,-0.17984238266944885,0.9999962449073792,0.38366928696632385,0.02875576540827751,-0.1789514571428299,0.9999955892562866,0.3717556893825531,0.028966113924980164,-0.17891141772270203,0.9999953508377075,0.36265450716018677,0.028952831402420998,-0.17887382209300995,0.9999951124191284,0.4484859108924866,0.03309068828821182,-0.01924109272658825,0.9999897480010986,0.34573498368263245,0.03681925684213638,-0.024454010650515556,0.9999920725822449,0.4189714789390564,0.05860332399606705,-0.1523505002260208,0.9999973773956299,0.37992584705352783,0.06013397127389908,-0.153426393866539,0.999997615814209,0.5285951495170593,0.13053499162197113,0.024515654891729355,0.9999808669090271,0.28602588176727295,0.12951494753360748,0.003365196520462632,0.9999551177024841,0.5637913346290588,0.2430967539548874,0.07335961610078812,0.9784775376319885,0.2374744862318039,0.23978574573993683,0.030066542327404022,0.9869615435600281,0.5786204934120178,0.3393060863018036,-0.01693466678261757,0.9802092909812927,0.26527470350265503,0.32643312215805054,-0.08748088777065277,0.9584444165229797,0.5926527976989746,0.3675023913383484,-0.06870697438716888,0.9654213786125183,0.26207438111305237,0.3559350371360779,-0.1355564147233963,0.9294292330741882,0.5722071528434753,0.36566874384880066,-0.12585538625717163,0.9657058715820312,0.2826792299747467,0.35149669647216797,-0.17704683542251587,0.9293961524963379,0.5640755891799927,0.35676681995391846,-0.04181855544447899,0.9598315954208374,0.28988388180732727,0.3427659273147583,-0.10721897333860397,0.9292275309562683,0.4982796907424927,0.3293249011039734,0.00764111103489995,0.9998443722724915,0.35718005895614624,0.333118736743927,-0.00786373857408762,0.999842643737793,0.5356876850128174,0.48790574073791504,-0.034688565880060196,0.9736676812171936,0.34819236397743225,0.507556140422821,-0.08094004541635513,0.9749024510383606,0.5676804780960083,0.6672848463058472,0.03770113363862038,0.9604488611221313,0.3364764451980591,0.6755970120429993,-0.015298280864953995,0.9641541242599487,0.552532434463501,0.6945974230766296,0.028893476352095604,0.6608468890190125,0.35033440589904785,0.6954995393753052,-0.02338961511850357,0.5857470631599426,0.6157524585723877,0.7062093019485474,-0.18773776292800903,0.9289689660072327,0.3100923001766205,0.7191463708877563,-0.2652932107448578,0.935543417930603
hands_normal,0.40018314123153687,0.04231259226799011,-0.19818592071533203,0.999998927116394,0.4151626229286194,0.026445548981428146,-0.16745279729366302,0.9999962449073792,0.4234767556190491,0.02617495320737362,-0.16758637130260468,0.9999963045120239,0.43350186944007874,0.025555793195962906,-0.16768410801887512,0.999996542930603,0.3835657835006714,0.02763378992676735,-0.1661793738603592,0.9999958276748657,0.3717139661312103,0.027881702408194542,-0.16613176465034485,0.9999955892562866,0.36254146695137024,0.02782340906560421,-0.16607092320919037,0.9999952912330627,0.44905734062194824,0.032553624361753464,-0.004490637220442295,0.9999902844429016,0.3455300033092499,0.035913944244384766,-0.007465988397598267,0.9999922513961792,0.41908565163612366,0.057834625244140625,-0.1407410204410553,0.9999976754188538,0.3801669180393219,0.05929180234670639,-0.14120352268218994,0.9999979138374329,0.5285227298736572,0.1305692493915558,0.035553380846977234,0.9999812841415405,0.2860907316207886,0.12859991192817688,0.014960568398237228,0.9999531507492065,0.5635083317756653,0.24311086535453796,0.07187939435243607,0.9807417988777161,0.23754236102104187,0.23921246826648712,0.03264541178941727,0.9870479702949524,0.5764253735542297,0.33894723653793335,-0.024588564410805702,0.9815889000892639,0.266326367855072,0.3262265920639038,-0.08976519852876663,0.9567661881446838,0.5900110602378845,0.3676530718803406,-0.07883284986019135,0.967308759689331,0.2643822729587555,0.3560991883277893,-0.13950848579406738,0.9274475574493408,0.5691229701042175,0.36558797955513,-0.13522642850875854,0.9674931764602661,0.28507381677627563,0.3516943156719208,-0.1818855106830597,0.9272813200950623,0.5608910322189331,0.3566559851169586,-0.0493042878806591,0.9619020223617554,0.291890412569046,0.34289392828941345,-0.10975858569145203,0.9274493455886841,0.49762722849845886,0.33131125569343567,0.008280725218355656,0.9998525381088257,0.3570724427700043,0.3347189426422119,-0.008536633104085922,0.9998478293418884,0.5355483293533325,0.48881641030311584,-0.031430501490831375,0.9738329648971558,0.34784311056137085,0.5084263682365417,-0.08023795485496521,0.9759821891784668,0.5674747824668884,0.6667541861534119,0.03724301606416702,0.9623473882675171,0.33650630712509155,0.6753696203231812,-0.012846219353377819,0.9656721353530884,0.5524412989616394,0.6942280530929565,0.028468972072005272,0.6805083155632019,0.3497045338153839,0.6949726343154907,-0.02042611502110958,0.5893393158912659,0.624097466468811,0.7058226466178894,-0.18625576794147491,0.9320968985557556,0.31051909923553467,0.7193312048912048,-0.2611546516418457,0.9373601078987122
hands_normal,0.401042103767395,0.04253305494785309,-0.19275224208831787,0.9999986886978149,0.4156615734100342,0.026783084496855736,-0.16335029900074005,0.9999951124191284,0.424193799495697,0.02647615596652031,-0.16347914934158325,0.9999951720237732,0.4344249367713928,0.02584233507514,-0.16356676816940308,0.9999954104423523,0.383897066116333,0.028074955567717552,-0.16225527226924896,0.999994695186615,0.3720930814743042,0.02839025855064392,-0.1622084677219391,0.9999942779541016,0.3629176616668701,0.028530683368444443,-0.16216403245925903,0.9999939203262329,0.4502234160900116,0.032800666987895966,-0.0024035375099629164,0.999988317489624,0.3463822305202484,0.036837585270404816,-0.004411495290696621,0.9999905228614807,0.4199676215648651,0.0578574612736702,-0.13534915447235107,0.9999971985816956,0.3817797005176544,0.05946589261293411,-0.13533538579940796,0.9999974966049194,0.5302764773368835,0.12961609661579132,0.03861314803361893,0.9999808073043823,0.28802841901779175,0.12861372530460358,0.01904352754354477,0.9999539852142334,0.5651805400848389,0.24260517954826355,0.07321739196777344,0.9810263514518738,0.2389388382434845,0.23949186503887177,0.04557841271162033,0.9871033430099487,0.5743933916091919,0.335696280002594,-0.029028678312897682,0.9800358414649963,0.2670556902885437,0.32727229595184326,-0.0708882138133049,0.9560191035270691,0.585966169834137,0.3654744625091553,-0.08364409953355789,0.965255081653595,0.2628400921821594,0.3572080433368683,-0.12176524102687836,0.9261208176612854,0.5665143728256226,0.36337003111839294,-0.1396344006061554,0.9651903510093689,0.2854290306568146,0.3522214889526367,-0.16512422263622284,0.9259095788002014,0.5584825277328491,0.35483914613723755,-0.05387832969427109,0.9594745635986328,0.2928209602832794,0.3433123528957367,-0.09177357703447342,0.9265801310539246,0.49577489495277405,0.333360493183136,0.00752976955845952,0.9998396039009094,0.3560962378978729,0.3362995684146881,-0.007745683658868074,0.9998374581336975,0.5355982184410095,0.4908442497253418,-0.03748973086476326,0.9717373847961426,0.34581437706947327,0.5107616782188416,-0.07806182652711868,0.9740440249443054,0.5650246739387512,0.6659128665924072,0.04415583610534668,0.9578431844711304,0.33701619505882263,0.6741113662719727,0.006809399463236332,0.9596289396286011,0.5493023991584778,0.6932003498077393,0.036527782678604126,0.6585171818733215,0.35024258494377136,0.6935132741928101,0.0006771225016564131,0.5714786648750305,0.6231603622436523,0.7053082585334778,-0.18447253108024597,0.921847939491272,0.3117811977863312,0.7194362282752991,-0.24173301458358765,0.9263424873352051
hands_normal,0.3990688621997833,0.04614034295082092,-0.16765929758548737,0.9999986886978149,0.4138728380203247,0.029981067404150963,-0.1393793374300003,0.999995231628418,0.4228783845901489,0.02937336266040802,-0.13949744403362274,0.9999952912330627,0.43142974376678467,0.028833633288741112,-0.139597550034523,0.9999955296516418,0.38276973366737366,0.032022617757320404,-0.13885597884655,0.999994695186615,0.37176164984703064,0.03242659941315651,-0.1387982815504074,0.9999943375587463,0.36286506056785583,0.03288094326853752,-0.1387498378753662,0.9999939799308777,0.4466753304004669,0.035540252923965454,0.018188800662755966,0.9999892115592957,0.3474893271923065,0.04052151367068291,0.014676705934107304,0.9999909996986389,0.4186965525150299,0.06053977087140083,-0.11063256859779358,0.9999972581863403,0.38036125898361206,0.06261587888002396,-0.11125369369983673,0.9999974370002747,0.5312467217445374,0.12951914966106415,0.06224315986037254,0.9999832510948181,0.28844067454338074,0.1305612474679947,0.03201308101415634,0.9999596476554871,0.5645779371261597,0.24232497811317444,0.09606009721755981,0.9818037152290344,0.24073313176631927,0.23956330120563507,0.054086145013570786,0.9884218573570251,0.5719944834709167,0.33658966422080994,-0.020112035796046257,0.9815845489501953,0.27288028597831726,0.3267822265625,-0.06432077288627625,0.9630715847015381,0.5829499363899231,0.3664161264896393,-0.07808294147253036,0.9678555727005005,0.26988986134529114,0.3560149073600769,-0.11842335760593414,0.9365595579147339,0.5633031129837036,0.3640229403972626,-0.13544036448001862,0.9678532481193542,0.2917158007621765,0.35055455565452576,-0.15903985500335693,0.9362671375274658,0.5551879405975342,0.355309396982193,-0.04584629088640213,0.9622601866722107,0.2987971007823944,0.342025488615036,-0.08383966982364655,0.9359678030014038,0.4931412637233734,0.3333699405193329,0.00641753850504756,0.9998442530632019,0.3558345437049866,0.3367310166358948,-0.006566332653164864,0.9998475313186646,0.5350310206413269,0.4908321499824524,-0.042974088340997696,0.9726346731185913,0.34539446234703064,0.5103989839553833,-0.08476576954126358,0.973945677280426,0.5648790001869202,0.6659059524536133,0.03374715894460678,0.9569236636161804,0.3367396593093872,0.6714040040969849,-0.00573060754686594,0.9594865441322327,0.5483171343803406,0.6929415464401245,0.025938648730516434,0.6464349031448364,0.3506397306919098,0.6910862922668457,-0.01205440517514944,0.5831064581871033,0.6157767176628113,0.7049959301948547,-0.19234085083007812,0.919258177280426,0.30179324746131897,0.7168875932693481,-0.25346091389656067,0.9258598685264587
hands_normal,0.399514377117157,0.04635799303650856,-0.19338172674179077,0.9999986290931702,0.4143821597099304,0.030195441097021103,-0.16489504277706146,0.9999948740005493,0.42318180203437805,0.02968166396021843,-0.1650051474571228,0.9999950528144836,0.4318316876888275,0.029135972261428833,-0.16510461270809174,0.999995231628418,0.38313862681388855,0.032084979116916656,-0.16404353082180023,0.9999943971633911,0.3720950782299042,0.0324760340154171,-0.1639791876077652,0.9999939799308777,0.3632891774177551,0.03281266614794731,-0.16391950845718384,0.9999935626983643,0.44709494709968567,0.03601175919175148,-0.0050567141734063625,0.9999890923500061,0.34779611229896545,0.04059150815010071,-0.007111689075827599,0.9999902844429016,0.4189069867134094,0.060836296528577805,-0.13516566157341003,0.9999971389770508,0.38073980808258057,0.06278758496046066,-0.13540054857730865,0.9999972581863403,0.5329792499542236,0.13017015159130096,0.03653872385621071,0.9999838471412659,0.28801172971725464,0.1309742033481598,0.02367389015853405,0.9999607801437378,0.5650340914726257,0.24313285946846008,0.07610201090574265,0.9827482104301453,0.240562304854393,0.23946194350719452,0.05200871825218201,0.9879619479179382,0.5715262293815613,0.33841463923454285,-0.03182488679885864,0.9824411273002625,0.27250587940216064,0.3274401128292084,-0.0671326071023941,0.9630584716796875,0.5818138122558594,0.3686909079551697,-0.0877508670091629,0.9692548513412476,0.269406259059906,0.35712188482284546,-0.11981356143951416,0.9359695315361023,0.5631160140037537,0.3661566376686096,-0.14418651163578033,0.969399631023407,0.29158681631088257,0.3521171510219574,-0.1606462448835373,0.9358351826667786,0.5550443530082703,0.35704320669174194,-0.05662396177649498,0.963763415813446,0.298679918050766,0.3435765206813812,-0.08681034296751022,0.9352982640266418,0.4933452606201172,0.33243411779403687,0.0019128461135551333,0.9998223781585693,0.35579055547714233,0.33596470952033997,-0.0020718302112072706,0.9998281002044678,0.5348960757255554,0.4894949793815613,-0.052570752799510956,0.9730748534202576,0.3452833294868469,0.5088042616844177,-0.08256956934928894,0.9728514552116394,0.5652055740356445,0.66579669713974,0.03406443074345589,0.9553222060203552,0.3364463150501251,0.6731346845626831,-0.004549482837319374,0.9581841230392456,0.5495132207870483,0.6921239495277405,0.027259331196546555,0.6196357607841492,0.3509880304336548,0.6944714784622192,-0.0113103361800313,0.5804480910301208,0.6068582534790039,0.70535808801651,-0.19539307057857513,0.9153905510902405,0.2979919910430908,0.7159839868545532,-0.2554951012134552,0.9230605363845825
hands_normal,0.39957401156425476,0.04649164155125618,-0.1947852075099945,0.9999987483024597,0.41458332538604736,0.0302759800106287,-0.1641930341720581,0.9999958276748657,0.42339593172073364,0.029829546809196472,-0.16432158648967743,0.9999958872795105,0.4322475492954254,0.02926206961274147,-0.1644199639558792,0.9999960064888,0.3831348717212677,0.032062359154224396,-0.16444212198257446,0.9999954104423523,0.3721087574958801,0.03242834657430649,-0.1643831431865692,0.9999951124191284,0.3633064329624176,0.03272010758519173,-0.1643362194299698,0.9999948143959045,0.44744187593460083,0.03620411083102226,0.0003651341248769313,0.9999908208847046,0.3475583791732788,0.040591321885585785,-0.00744966184720397,0.9999922513961792,0.41874024271965027,0.06119697540998459,-0.135320246219635,0.999997615814209,0.3803679645061493,0.06298232078552246,-0.13710512220859528,0.9999977946281433,0.53248131275177,0.1304258406162262,0.04957886412739754,0.9999842643737793,0.287110298871994,0.13227228820323944,0.016365062445402145,0.9999626278877258,0.5652000904083252,0.24326062202453613,0.08517774194478989,0.9826910495758057,0.23948895931243896,0.23996023833751678,0.03541738539934158,0.9885193109512329,0.5720546841621399,0.33769917488098145,-0.037385135889053345,0.9824303388595581,0.2707284688949585,0.32483237981796265,-0.09903360158205032,0.9655628204345703,0.5838095545768738,0.3677524924278259,-0.09605194628238678,0.9691312909126282,0.2696693539619446,0.3547952175140381,-0.1551106572151184,0.9395529627799988,0.5636653304100037,0.36558133363723755,-0.1535635143518448,0.9694606065750122,0.2915155589580536,0.34875965118408203,-0.1959848403930664,0.9396205544471741,0.5555769205093384,0.35676950216293335,-0.06325861811637878,0.9640585780143738,0.2977031171321869,0.3398960530757904,-0.1185908317565918,0.938912570476532,0.49488919973373413,0.33235758543014526,0.0019997181370854378,0.9998078942298889,0.35574230551719666,0.3358234763145447,-0.002092981245368719,0.99981290102005,0.5355274677276611,0.4884563982486725,-0.056702110916376114,0.9729989767074585,0.34565046429634094,0.5081389546394348,-0.08015259355306625,0.971192479133606,0.5651440620422363,0.6672416925430298,0.020215637981891632,0.9534299969673157,0.33655211329460144,0.6746664643287659,-0.017619235441088676,0.9567000269889832,0.5500306487083435,0.695061445236206,0.01227567344903946,0.6190540194511414,0.35141488909721375,0.6966421008110046,-0.025532979518175125,0.5869193077087402,0.6092774868011475,0.7068040370941162,-0.20662543177604675,0.9126004576683044,0.29961392283439636,0.718209445476532,-0.2660219073295593,0.9204611778259277
hands_normal,0.3993190824985504,0.04637961834669113,-0.18522484600543976,0.9999988079071045,0.4143175482749939,0.03023514710366726,-0.15620510280132294,0.9999959468841553,0.42322078347206116,0.029811080545186996,-0.15634287893772125,0.9999960064888,0.4320608377456665,0.029244258999824524,-0.15642860531806946,0.9999961853027344,0.3827357888221741,0.03197118267416954,-0.15653453767299652,0.9999956488609314,0.37179428339004517,0.032325420528650284,-0.1565028876066208,0.9999954700469971,0.3629987835884094,0.03255150094628334,-0.15649986267089844,0.9999951124191284,0.4473271369934082,0.036278512328863144,0.0027690245769917965,0.9999910593032837,0.3473533093929291,0.04042156785726547,-0.005398958921432495,0.9999927878379822,0.4183581471443176,0.06119413301348686,-0.12800851464271545,0.9999976754188538,0.3799037039279938,0.06292354315519333,-0.1298608034849167,0.9999977946281433,0.5313862562179565,0.13041630387306213,0.049714021384716034,0.9999836087226868,0.28663939237594604,0.13226214051246643,0.00914616696536541,0.9999632239341736,0.5647704005241394,0.24236269295215607,0.08148709684610367,0.981886088848114,0.24025295674800873,0.23801776766777039,0.02290290966629982,0.9887292981147766,0.5718307495117188,0.3313755691051483,-0.0588250569999218,0.981291651725769,0.2738889455795288,0.3241322636604309,-0.12089601159095764,0.9650501012802124,0.5840660333633423,0.36249154806137085,-0.12000935524702072,0.9676106572151184,0.27299705147743225,0.3533301055431366,-0.17878541350364685,0.9389492273330688,0.564330518245697,0.35975807905197144,-0.179928719997406,0.9679436683654785,0.2922014594078064,0.3477547764778137,-0.21688437461853027,0.9389087557792664,0.5560378432273865,0.3517068028450012,-0.08608391880989075,0.9623007774353027,0.29812899231910706,0.3389056622982025,-0.13933175802230835,0.9382842183113098,0.4952363669872284,0.3324141502380371,0.0038296987768262625,0.9997972846031189,0.3561588227748871,0.33591315150260925,-0.003908847458660603,0.999805748462677,0.535454511642456,0.4876485764980316,-0.03893300145864487,0.9720985293388367,0.3469674289226532,0.5072070956230164,-0.08059920370578766,0.9702410697937012,0.565556526184082,0.6667718291282654,0.03653712943196297,0.9514159560203552,0.33685997128486633,0.6745993494987488,-0.02172314189374447,0.9553597569465637,0.5507904291152954,0.6937918663024902,0.0285626407712698,0.6167835593223572,0.35145580768585205,0.6961321830749512,-0.029884211719036102,0.583775520324707,0.6128255128860474,0.7068547606468201,-0.18712100386619568,0.9098041653633118,0.307053804397583,0.7186710834503174,-0.2685559093952179,0.9182198643684387
hands_narrow,0.4007496237754822,0.04618621617555618,-0.187103271484375,0.9999977350234985,0.4152739346027374,0.030172359198331833,-0.15259091556072235,0.9999913573265076,0.42366164922714233,0.029867345467209816,-0.15274788439273834,0.9999917149543762,0.43278270959854126,0.029277082532644272,-0.15283073484897614,0.9999920129776001,0.38321906328201294,0.03181642293930054,-0.15273264050483704,0.9999908208847046,0.3717629313468933,0.03217387944459915,-0.1527182161808014,0.9999905228614807,0.36267349123954773,0.03229441121220589,-0.15273290872573853,0.9999893307685852,0.4476373493671417,0.036063119769096375,0.022800689563155174,0.9999806880950928,0.3459462821483612,0.04022754728794098,0.01850198209285736,0.999984622001648,0.4198269248008728,0.06147756054997444,-0.12340500950813293,0.999995231628418,0.38057368993759155,0.06293721497058868,-0.1243869811296463,0.9999951124191284,0.5290464758872986,0.12551990151405334,0.0532778836786747,0.9999846816062927,0.28574466705322266,0.12898606061935425,0.017999039962887764,0.9999354481697083,0.5552793145179749,0.22798745334148407,0.052450623363256454,0.9888899326324463,0.2658795714378357,0.23090200126171112,-0.0037104738876223564,0.989818274974823,0.48416489362716675,0.29808348417282104,-0.08514679223299026,0.9896504878997803,0.38095250725746155,0.30399376153945923,-0.11416502296924591,0.9695498943328857,0.472511887550354,0.3247391879558563,-0.160421684384346,0.9810531735420227,0.4028207063674927,0.3300749659538269,-0.18047966063022614,0.9445533156394958,0.4483233690261841,0.31841620802879333,-0.2032524049282074,0.9810817241668701,0.42162665724754333,0.32507699728012085,-0.20376518368721008,0.9429787397384644,0.4490402936935425,0.31085139513015747,-0.1028917133808136,0.9759579300880432,0.41972067952156067,0.3169442415237427,-0.12391698360443115,0.9383392930030823,0.501935601234436,0.3329615294933319,-0.005397319328039885,0.9998336434364319,0.36091262102127075,0.33534419536590576,0.005401100963354111,0.9998040199279785,0.5329622626304626,0.48573213815689087,-0.07094287872314453,0.9777779579162598,0.342293918132782,0.5088409185409546,-0.06284921616315842,0.970056414604187,0.5669037699699402,0.6672218441963196,0.010488081723451614,0.9600761532783508,0.33618372678756714,0.672239363193512,0.010429812595248222,0.9617430567741394,0.5501831769943237,0.6967536211013794,0.0027051419019699097,0.6972036957740784,0.34800171852111816,0.6938679218292236,0.0029316633008420467,0.6394535899162292,0.6164023876190186,0.7090994119644165,-0.21937626600265503,0.9241592884063721,0.3051663041114807,0.7183020114898682,-0.23309938609600067,0.9303655028343201
hands_narrow,0.39941197633743286,0.048307377845048904,-0.1438770592212677,0.9999971985816956,0.413870245218277,0.032575517892837524,-0.10756552964448929,0.9999904036521912,0.42259681224823,0.03211528807878494,-0.10770948976278305,0.9999911785125732,0.43065372109413147,0.03174861520528793,-0.10779476165771484,0.9999915361404419,0.38207486271858215,0.03438331559300423,-0.10919196158647537,0.9999891519546509,0.3709656596183777,0.03472786396741867,-0.10911671072244644,0.9999886751174927,0.36154428124427795,0.03522074222564697,-0.10909982025623322,0.9999870657920837,0.44462504982948303,0.038061369210481644,0.07280199974775314,0.9999805092811584,0.34541893005371094,0.04329953342676163,0.062491413205862045,0.9999804496765137,0.41921916604042053,0.06325182318687439,-0.07778055965900421,0.9999938011169434,0.3799315094947815,0.06470395624637604,-0.08045579493045807,0.9999927878379822,0.5263502597808838,0.12741483747959137,0.10282695293426514,0.9999874234199524,0.2881585955619812,0.13018706440925598,0.06378224492073059,0.9999240040779114,0.5581652522087097,0.2280847579240799,0.09166917949914932,0.9913867712020874,0.25321435928344727,0.22795477509498596,0.04570189490914345,0.988515317440033,0.4967901408672333,0.2938985526561737,-0.06049802154302597,0.993522584438324,0.3492431342601776,0.2939038872718811,-0.07549445331096649,0.972974419593811,0.489120751619339,0.32292109727859497,-0.13827350735664368,0.9873552918434143,0.3622095286846161,0.323592871427536,-0.1443849503993988,0.9503049850463867,0.46712103486061096,0.3156367242336273,-0.18492355942726135,0.9874202013015747,0.38502591848373413,0.3211054801940918,-0.17524412274360657,0.9491459131240845,0.4650292694568634,0.30724984407424927,-0.08053527027368546,0.9832475781440735,0.3855300843715668,0.31225523352622986,-0.08988511562347412,0.944070041179657,0.500420331954956,0.33387964963912964,-0.0007962659583427012,0.9998461008071899,0.36031433939933777,0.3356218636035919,0.0008754292502999306,0.9998069405555725,0.5328213572502136,0.4869769215583801,-0.06475960463285446,0.9822362661361694,0.3418136537075043,0.5077665448188782,-0.07621879875659943,0.973393976688385,0.5684197545051575,0.6676645278930664,0.018572591245174408,0.967865526676178,0.3361928164958954,0.671737790107727,0.0036879214458167553,0.9680578112602234,0.5526644587516785,0.6972341537475586,0.011215902864933014,0.719492495059967,0.34903866052627563,0.6942221522331238,-0.003014410613104701,0.6721518039703369,0.6169041395187378,0.7090801000595093,-0.2195316106081009,0.9374053478240967,0.302867591381073,0.7168510556221008,-0.24372100830078125,0.9418909549713135
hands_narrow,0.39911994338035583,0.04844507575035095,-0.14006276428699493,0.9999974966049194,0.4135110676288605,0.03267735242843628,-0.10247328132390976,0.9999916553497314,0.4220890402793884,0.032265108078718185,-0.10261459648609161,0.9999923706054688,0.4299769401550293,0.03194855898618698,-0.10269378870725632,0.9999927878379822,0.3816874921321869,0.03446197882294655,-0.10556766390800476,0.9999906420707703,0.3704814910888672,0.034821219742298126,-0.10549349337816238,0.9999901652336121,0.3606646955013275,0.03532606363296509,-0.10544922202825546,0.9999886751174927,0.4437895119190216,0.03858734294772148,0.0818687155842781,0.9999836683273315,0.3440551459789276,0.04374070093035698,0.06405441462993622,0.9999828338623047,0.4185244143009186,0.06334269046783447,-0.07293952256441116,0.9999942183494568,0.3791886270046234,0.06483326852321625,-0.07756512612104416,0.999993085861206,0.5229208469390869,0.127577006816864,0.10649312287569046,0.999988853931427,0.28729110956192017,0.13044336438179016,0.06459523737430573,0.9999259114265442,0.5566122531890869,0.22802703082561493,0.08478455245494843,0.9917256236076355,0.2529934048652649,0.22763939201831818,0.03714894875884056,0.9886412024497986,0.49499350786209106,0.2945649027824402,-0.07629765570163727,0.9941579103469849,0.3489510715007782,0.2942689061164856,-0.08517596125602722,0.9746765494346619,0.48376765847206116,0.32361000776290894,-0.1557890623807907,0.9882630109786987,0.3621843457221985,0.32409024238586426,-0.15557770431041718,0.9528207778930664,0.461293488740921,0.31659403443336487,-0.20264063775539398,0.9883587956428528,0.3851467967033386,0.3213699460029602,-0.1848471760749817,0.9519363641738892,0.4607929289340973,0.3084128797054291,-0.09695974737405777,0.9843778610229492,0.38539963960647583,0.31248220801353455,-0.09904038161039352,0.9469331502914429,0.4999149441719055,0.3326391875743866,-0.0014512790367007256,0.9998437762260437,0.36047080159187317,0.3353586792945862,0.001572390552610159,0.99980628490448,0.5326493382453918,0.4873877465724945,-0.06262277066707611,0.9829946756362915,0.34193894267082214,0.5080204606056213,-0.07291411608457565,0.9733757972717285,0.5674607753753662,0.6651052236557007,0.029029926285147667,0.9673698544502258,0.3359718322753906,0.6720578074455261,0.007903031073510647,0.9682474732398987,0.5528364181518555,0.691307544708252,0.022633669897913933,0.7147501707077026,0.3481387794017792,0.69444739818573,0.0009915573755279183,0.6698339581489563,0.611756443977356,0.704899787902832,-0.2065524011850357,0.9371324181556702,0.30014482140541077,0.7162057757377625,-0.2400796264410019,0.941791832447052
