legs,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
legs_normal,0.41151630878448486,0.0833263099193573,-0.19238919019699097,0.9999783039093018,0.42269304394721985,0.06943000853061676,-0.16396349668502808,0.999977707862854,0.4301016926765442,0.06976917386054993,-0.1640554964542389,0.9999758005142212,0.4378921091556549,0.06995297968387604,-0.1641567200422287,0.9999769330024719,0.3938765525817871,0.06992598623037338,-0.16712124645709991,0.9999786615371704,0.38329508900642395,0.07033725082874298,-0.16708195209503174,0.9999785423278809,0.3742068409919739,0.07054173946380615,-0.16700753569602966,0.9999830722808838,0.4487679898738861,0.07797129452228546,-0.00809420458972454,0.9999650120735168,0.356295645236969,0.07939644157886505,-0.032356731593608856,0.9999802112579346,0.42816776037216187,0.09850575029850006,-0.13495197892189026,0.9999880790710449,0.3911566138267517,0.09977726638317108,-0.14168031513690948,0.9999920725822449,0.5160353183746338,0.16822589933872223,0.03675291687250137,0.9999715089797974,0.2963936924934387,0.16999030113220215,0.015032552182674408,0.9999533295631409,0.5487403273582458,0.2730942368507385,0.10634373873472214,0.979425847530365,0.2510443925857544,0.27488839626312256,0.059805504977703094,0.9873812198638916,0.567806601524353,0.35841354727745056,0.02914034016430378,0.9789780974388123,0.2650916278362274,0.3639685809612274,-0.024377673864364624,0.9632097482681274,0.5829166173934937,0.38645240664482117,-0.01131420023739338,0.9637556672096252,0.2609361410140991,0.3880491852760315,-0.07022789120674133,0.9355705976486206,0.5684008002281189,0.38577812910079956,-0.06333375722169876,0.9646908044815063,0.27491846680641174,0.387266606092453,-0.10848195850849152,0.9375110268592834,0.5594797134399414,0.3774721920490265,0.006689904723316431,0.9591665267944336,0.28096261620521545,0.38047733902931213,-0.0441855750977993,0.9376893639564514,0.4987127184867859,0.35776665806770325,0.0014311136910691857,0.9996422529220581,0.365273654460907,0.35941052436828613,-0.0017401279183104634,0.999652087688446,0.5227213501930237,0.519426167011261,-0.04303885996341705,0.9717298150062561,0.3669939637184143,0.5244588255882263,-0.08797579258680344,0.9583935141563416,0.5389870405197144,0.6779178380966187,0.0326644666492939,0.9501439929008484,0.35627949237823486,0.6856602430343628,-0.010261054150760174,0.9376986622810364,0.5284011960029602,0.7042074203491211,0.026516888290643692,0.5329227447509766,0.3681815564632416,0.7074817419052124,-0.01498971227556467,0.4932836592197418,0.5726895928382874,0.7189441919326782,-0.19418460130691528,0.915178656578064,0.3337496519088745,0.7287553548812866,-0.2571602761745453,0.9048783183097839
legs_normal,0.40610241889953613,0.07614883035421371,-0.2143213301897049,0.9999884366989136,0.41740384697914124,0.06495212018489838,-0.18563657999038696,0.999983012676239,0.4254085421562195,0.06554286181926727,-0.18577218055725098,0.999982476234436,0.43407249450683594,0.06593658030033112,-0.18593470752239227,0.9999838471412659,0.3877815306186676,0.06479527056217194,-0.18801884353160858,0.999983012676239,0.3779311180114746,0.06532128900289536,-0.18796761333942413,0.9999828934669495,0.36839696764945984,0.06569363921880722,-0.18791463971138,0.9999848008155823,0.44582992792129517,0.07498175650835037,-0.03764176741242409,0.9999672770500183,0.35142508149147034,0.07592856138944626,-0.05536068230867386,0.9999769926071167,0.4235565662384033,0.09216099232435226,-0.16083866357803345,0.9999906420707703,0.38475731015205383,0.09226799756288528,-0.16573503613471985,0.9999921321868896,0.5164799094200134,0.1683235466480255,0.007959958165884018,0.9999648928642273,0.2942047715187073,0.1708429455757141,-0.02329401671886444,0.9999225735664368,0.5533014535903931,0.272717148065567,0.08024565130472183,0.9733660817146301,0.2540642023086548,0.27530187368392944,0.027987394481897354,0.9817208647727966,0.5842986106872559,0.3572474420070648,0.02949013188481331,0.9675874710083008,0.26582443714141846,0.3637668788433075,-0.042168211191892624,0.9313279986381531,0.6099506616592407,0.38437744975090027,-0.00435060728341341,0.9453023672103882,0.26655685901641846,0.38842499256134033,-0.08062642067670822,0.8900130987167358,0.5916911959648132,0.3846510946750641,-0.05619386211037636,0.9474612474441528,0.28044062852859497,0.387825071811676,-0.12190088629722595,0.8932186961174011,0.5803970098495483,0.3759484887123108,0.006754366680979729,0.9413013458251953,0.28457874059677124,0.38047370314598083,-0.062459029257297516,0.8964362740516663,0.49505123496055603,0.35154539346694946,0.0046309069730341434,0.9996477961540222,0.36047545075416565,0.35432183742523193,-0.005011267028748989,0.9996151328086853,0.5231644511222839,0.5065931677818298,-0.05428147688508034,0.9579042196273804,0.3695260286331177,0.5205658674240112,-0.09447479993104935,0.9501491189002991,0.5414294004440308,0.6753942370414734,-0.000991955865174532,0.9383363127708435,0.3589320182800293,0.6878234148025513,-0.0528281144797802,0.9272129535675049,0.5310170650482178,0.7032819390296936,-0.008937408216297626,0.4937364459037781,0.36911776661872864,0.7112189531326294,-0.061498336493968964,0.43753933906555176,0.5803894400596619,0.7165362238883972,-0.21270987391471863,0.9004518985748291,0.3360044062137604,0.7282074689865112,-0.2919677197933197,0.8897936940193176
legs_normal,0.4137730002403259,0.09382376074790955,-0.20077092945575714,0.9999959468841553,0.4249430000782013,0.0798272043466568,-0.17461787164211273,0.9999908208847046,0.4337559938430786,0.07937638461589813,-0.17476075887680054,0.9999907612800598,0.4430568814277649,0.07915551960468292,-0.17490126192569733,0.9999916553497314,0.3990109860897064,0.08028387278318405,-0.17556211352348328,0.9999906420707703,0.3882899880409241,0.08028353005647659,-0.17548908293247223,0.9999905228614807,0.37826669216156006,0.08050967752933502,-0.17542430758476257,0.9999909996986389,0.4532444477081299,0.08317028731107712,-0.019084889441728592,0.9999783635139465,0.36169958114624023,0.08666305243968964,-0.030286205932497978,0.9999845027923584,0.42853131890296936,0.10755856335163116,-0.14199990034103394,0.9999945759773254,0.3950631022453308,0.10894559323787689,-0.14501282572746277,0.9999949336051941,0.5256725549697876,0.16979379951953888,0.03691119700670242,0.9999733567237854,0.29733625054359436,0.1744403839111328,0.007995442487299442,0.9999432563781738,0.5565677881240845,0.2765941023826599,0.09478456526994705,0.9749622344970703,0.2657002806663513,0.27859941124916077,0.048351727426052094,0.9835034608840942,0.5794047117233276,0.36046236753463745,0.007396743632853031,0.9725489616394043,0.2721555829048157,0.36727291345596313,-0.049012746661901474,0.9446625709533691,0.5982298851013184,0.3870769143104553,-0.03985846787691116,0.951602578163147,0.2693920433521271,0.3921360373497009,-0.09485699236392975,0.9088971614837646,0.5801355838775635,0.3869028687477112,-0.09027285128831863,0.9538669586181641,0.279976487159729,0.39020460844039917,-0.13902679085731506,0.9124398231506348,0.5710209608078003,0.37836501002311707,-0.015599315986037254,0.9482766389846802,0.2853150963783264,0.38266271352767944,-0.07023657858371735,0.9145689010620117,0.4920594096183777,0.3545205593109131,0.00595918158069253,0.9996976256370544,0.3607777953147888,0.35786527395248413,-0.00623406283557415,0.999671220779419,0.5249979496002197,0.50804203748703,-0.05414489284157753,0.9499917030334473,0.3695105314254761,0.5213503837585449,-0.09428521245718002,0.948079526424408,0.5431401133537292,0.6752229928970337,0.0018748099682852626,0.9264276027679443,0.3582749366760254,0.6883936524391174,-0.050090473145246506,0.9217365384101868,0.5346211791038513,0.7025102376937866,-0.004777631722390652,0.4870765507221222,0.3682868182659149,0.7118444442749023,-0.0576680451631546,0.416881799697876,0.5761739611625671,0.7124630808830261,-0.2073967456817627,0.8882144093513489,0.3340243697166443,0.7284102439880371,-0.288671612739563,0.8793725967407227
legs_normal,0.42787519097328186,0.08777584880590439,-0.19692757725715637,0.9999970197677612,0.4388255774974823,0.07374779880046844,-0.17127281427383423,0.9999901652336121,0.44805747270584106,0.073668472468853,-0.17141300439834595,0.9999901652336121,0.45503509044647217,0.07380376756191254,-0.17150162160396576,0.9999910593032837,0.41224902868270874,0.07371695339679718,-0.17386262118816376,0.9999898672103882,0.40224143862724304,0.07338317483663559,-0.1738303005695343,0.9999897480010986,0.39243656396865845,0.07367337495088577,-0.17380379140377045,0.999989926815033,0.46643468737602234,0.08041281998157501,-0.022392725571990013,0.9999744296073914,0.3752089738845825,0.0811811313033104,-0.04096483811736107,0.999983549118042,0.4419589638710022,0.10266568511724472,-0.14192461967468262,0.999994695186615,0.41055595874786377,0.1025128960609436,-0.14740757644176483,0.9999955296516418,0.5345681309700012,0.16989481449127197,0.025309529155492783,0.9999746680259705,0.30514928698539734,0.1706213504076004,0.0006324997521005571,0.9999421238899231,0.5662251114845276,0.2763312757015228,0.08556777983903885,0.9734317064285278,0.2696397006511688,0.2738916277885437,0.0449264831840992,0.98534095287323,0.5853316187858582,0.35943931341171265,-0.008385690860450268,0.9698138236999512,0.2826513946056366,0.36321723461151123,-0.04207536578178406,0.9429239630699158,0.6057087182998657,0.3861835300922394,-0.05407729744911194,0.9486044645309448,0.27998605370521545,0.3890824019908905,-0.08097036182880402,0.9056016802787781,0.5882101655006409,0.3860858678817749,-0.10410059988498688,0.9501579999923706,0.2908344268798828,0.38774460554122925,-0.12390490621328354,0.9087069630622864,0.5778983235359192,0.3776743412017822,-0.031178267672657967,0.9437980651855469,0.29625511169433594,0.38060715794563293,-0.06202686205506325,0.9114739894866943,0.49987614154815674,0.35761672258377075,0.006956060882657766,0.9997227787971497,0.3665764331817627,0.3590202331542969,-0.00731312483549118,0.9996580481529236,0.5315535068511963,0.5151827931404114,-0.038202472031116486,0.9572843909263611,0.37285345792770386,0.5242422819137573,-0.08802439272403717,0.9525030255317688,0.5498172044754028,0.6751543283462524,0.019639819860458374,0.9390411972999573,0.3551792800426483,0.6842994689941406,-0.032637037336826324,0.9231488108634949,0.5399498343467712,0.7017951607704163,0.011543100699782372,0.5139098763465881,0.36255043745040894,0.706574559211731,-0.03904755041003227,0.41089993715286255,0.582892119884491,0.7189627289772034,-0.19973769783973694,0.8987804055213928,0.3367123007774353,0.7264381051063538,-0.2728624641895294,0.8817636370658875
legs_wide,0.4210256338119507,0.09623648226261139,-0.761667788028717,0.9999978542327881,0.4318201243877411,0.0828661248087883,-0.7232834696769714,0.9999935626983643,0.4393320679664612,0.08329309523105621,-0.7232173681259155,0.9999931454658508,0.44478318095207214,0.08388350158929825,-0.7232040166854858,0.9999930262565613,0.40315234661102295,0.08338113129138947,-0.7320587038993835,0.999992847442627,0.3931235074996948,0.08396613597869873,-0.7322847843170166,0.9999926090240479,0.3833334147930145,0.08537769317626953,-0.7322561740875244,0.9999921917915344,0.4540565609931946,0.0914393812417984,-0.4570665657520294,0.9999794960021973,0.36632490158081055,0.0932229608297348,-0.5128294229507446,0.9999853372573853,0.437831848859787,0.11155949532985687,-0.6586271524429321,0.9999942183494568,0.39969563484191895,0.11184916645288467,-0.6740975379943848,0.9999946355819702,0.5160711407661438,0.18987789750099182,-0.23129242658615112,0.9999856352806091,0.2973855137825012,0.181865394115448,-0.31888794898986816,0.9999848008155823,0.5416696071624756,0.29998260736465454,-0.11838752031326294,0.9763662219047546,0.2503509223461151,0.2873069643974304,-0.20054033398628235,0.9849675297737122,0.5989294648170471,0.3796471953392029,-0.3434010446071625,0.9777389168739319,0.22298189997673035,0.37330105900764465,-0.3315354585647583,0.9775317311286926,0.6214333772659302,0.4071236550807953,-0.4067370891571045,0.9559854865074158,0.2100686877965927,0.3993418216705322,-0.39036110043525696,0.9554627537727356,0.6223020553588867,0.40779799222946167,-0.4888586401939392,0.9598132967948914,0.22130277752876282,0.3982584774494171,-0.46136096119880676,0.9593287706375122,0.6108757257461548,0.39857247471809387,-0.3822178840637207,0.9525151252746582,0.23078511655330658,0.3918645977973938,-0.3628358244895935,0.9546955227851868,0.5012978315353394,0.37318578362464905,0.042152464389801025,0.9999017715454102,0.3561092019081116,0.37496912479400635,-0.042755261063575745,0.9998973608016968,0.5878642797470093,0.5114051103591919,-0.022883670404553413,0.9910569190979004,0.26548701524734497,0.5322237014770508,-0.11941079050302505,0.9923161864280701,0.7057235240936279,0.6708337068557739,0.16593362390995026,0.9921110272407532,0.15045949816703796,0.6776469945907593,0.1150907650589943,0.9906498193740845,0.6947684288024902,0.6955941319465637,0.16711990535259247,0.850439190864563,0.1503339409828186,0.6975644826889038,0.12197492271661758,0.7434766292572021,0.7680971026420593,0.7037113904953003,-0.12220489978790283,0.9769002199172974,0.11258450895547867,0.7127658724784851,-0.1921701580286026,0.9739155173301697
legs_wide,0.4030671715736389,0.09857552498579025,-0.7213923335075378,0.9999975562095642,0.41633594036102295,0.08474748581647873,-0.6877434253692627,0.9999929666519165,0.4251193702220917,0.08467744290828705,-0.6877378225326538,0.9999924898147583,0.43434345722198486,0.08493200689554214,-0.6877629160881042,0.9999926090240479,0.38689324259757996,0.08640514314174652,-0.6860392093658447,0.9999922513961792,0.37736791372299194,0.08733886480331421,-0.6861686706542969,0.999991774559021,0.3688221871852875,0.08861847221851349,-0.686129093170166,0.9999912977218628,0.4480290710926056,0.09266833961009979,-0.44112297892570496,0.9999771118164062,0.3542735278606415,0.09622560441493988,-0.4392845630645752,0.9999830722808838,0.42283421754837036,0.11313299834728241,-0.625436544418335,0.999994158744812,0.38579249382019043,0.11407835781574249,-0.6251908540725708,0.999994158744812,0.5238683819770813,0.18722158670425415,-0.24916598200798035,0.9999825954437256,0.2915458679199219,0.18476611375808716,-0.2585298717021942,0.999982476234436,0.5479088425636292,0.2952236831188202,-0.17181211709976196,0.979773759841919,0.25427383184432983,0.29395708441734314,-0.15292951464653015,0.9815860390663147,0.5996889472007751,0.3794296085834503,-0.413443386554718,0.9779314994812012,0.23940040171146393,0.3877469003200531,-0.30505064129829407,0.9659684896469116,0.6205177307128906,0.40883874893188477,-0.4816434979438782,0.9551178216934204,0.2273455709218979,0.41574516892433167,-0.3668726980686188,0.9332668781280518,0.6127427220344543,0.408928245306015,-0.5628366470336914,0.9590673446655273,0.24059295654296875,0.41433826088905334,-0.4377295970916748,0.9383054375648499,0.6011677384376526,0.39897555112838745,-0.4511006772518158,0.9502946138381958,0.25030991435050964,0.4059850573539734,-0.3364020884037018,0.9316831231117249,0.498574823141098,0.37462830543518066,0.0203386377543211,0.9998955726623535,0.3501827120780945,0.37678056955337524,-0.020990464836359024,0.9998999238014221,0.5879745483398438,0.5167067050933838,-0.028726276010274887,0.9915930032730103,0.2583357095718384,0.5326698422431946,-0.0743701308965683,0.9947059154510498,0.7072357535362244,0.6703088283538818,0.18249697983264923,0.9934622645378113,0.14165903627872467,0.6763810515403748,0.16297647356987,0.9933061003684998,0.7007243037223816,0.6932389736175537,0.18526428937911987,0.8760752081871033,0.14027997851371765,0.6998543739318848,0.17092643678188324,0.7962047457695007,0.7469093203544617,0.7044910192489624,-0.11875716596841812,0.9790412783622742,0.09528711438179016,0.7146226167678833,-0.13944847881793976,0.9790194630622864
legs_wide,0.40555331110954285,0.09995947033166885,-0.5941843390464783,0.9999980926513672,0.41895875334739685,0.08633162826299667,-0.5540438890457153,0.9999948143959045,0.427079975605011,0.08649052679538727,-0.5540640354156494,0.9999942779541016,0.43653154373168945,0.0867600217461586,-0.5540820360183716,0.9999943971633911,0.3911382555961609,0.08719785511493683,-0.5563201308250427,0.9999939203262329,0.38118621706962585,0.08783956617116928,-0.5564202070236206,0.9999933242797852,0.3723733723163605,0.08878505229949951,-0.5563528537750244,0.9999931454658508,0.4479164481163025,0.0946282371878624,-0.2980445921421051,0.9999805092811584,0.3562323749065399,0.09674999117851257,-0.31465527415275574,0.9999863505363464,0.42249006032943726,0.11511178314685822,-0.49583542346954346,0.9999946355819702,0.38628488779067993,0.11586439609527588,-0.5013899207115173,0.9999950528144836,0.5198325514793396,0.18909361958503723,-0.12098927795886993,0.9999899864196777,0.29094642400741577,0.18381106853485107,-0.16193537414073944,0.9999859929084778,0.549728274345398,0.29345154762268066,-0.07191577553749084,0.982118546962738,0.24763278663158417,0.2900952994823456,-0.07063216716051102,0.9797374606132507,0.5956703424453735,0.3736102879047394,-0.35166430473327637,0.9862156510353088,0.2336067408323288,0.3791007399559021,-0.22600282728672028,0.9729853868484497,0.6138331890106201,0.4012055993080139,-0.42595210671424866,0.9719425439834595,0.22272631525993347,0.4050788879394531,-0.2919222414493561,0.9476662278175354,0.6029242277145386,0.40185585618019104,-0.5072786808013916,0.9743010997772217,0.2340385913848877,0.40369081497192383,-0.36044198274612427,0.9517581462860107,0.5926250219345093,0.39366087317466736,-0.3904995024204254,0.9676083922386169,0.24311843514442444,0.3970375657081604,-0.2569189965724945,0.9452171325683594,0.4933754503726959,0.3761281371116638,0.038154687732458115,0.9999251961708069,0.34769484400749207,0.3772689700126648,-0.038721080869436264,0.9999191164970398,0.5836277604103088,0.5162206292152405,5.563143713516183e-05,0.9908109903335571,0.2580919563770294,0.5301152467727661,-0.10550383478403091,0.9942008256912231,0.7074161767959595,0.6709616780281067,0.21492768824100494,0.9930868744850159,0.14196090400218964,0.6722440719604492,0.14774177968502045,0.992789089679718,0.6968764066696167,0.6943243741989136,0.2181471884250641,0.8815141916275024,0.13915123045444489,0.6936521530151367,0.15845315158367157,0.7760704159736633,0.7685948610305786,0.706013560295105,-0.08196718245744705,0.9770365357398987,0.10040418803691864,0.7118741273880005,-0.1480986773967743,0.9765527844429016
legs_wide,0.4231526553630829,0.09708134829998016,-0.6533005833625793,0.9999982118606567,0.43686383962631226,0.08380106091499329,-0.6112479567527771,0.9999951124191284,0.4450363218784332,0.08434125036001205,-0.6112573146820068,0.9999943971633911,0.4521329998970032,0.08475318551063538,-0.6112645268440247,0.9999945163726807,0.40920114517211914,0.08262591063976288,-0.6186909079551697,0.9999945759773254,0.3991219401359558,0.08258344233036041,-0.618809700012207,0.9999940991401672,0.38700273633003235,0.08236005902290344,-0.6187472343444824,0.9999940991401672,0.46037757396698,0.09197010099887848,-0.33850350975990295,0.9999791383743286,0.3658447563648224,0.08952877670526505,-0.3835938274860382,0.9999884366989136,0.43411868810653687,0.11323603242635727,-0.5491340160369873,0.9999946355819702,0.4007686972618103,0.11329647153615952,-0.5623477101325989,0.9999956488609314,0.5198736786842346,0.18902744352817535,-0.1422584354877472,0.9999885559082031,0.29095250368118286,0.17662882804870605,-0.2171197235584259,0.9999882578849792,0.5478439331054688,0.2938876450061798,-0.05353178828954697,0.9777169227600098,0.2456599622964859,0.2842957377433777,-0.12109701335430145,0.981306254863739,0.5947151780128479,0.3738784193992615,-0.31867265701293945,0.983626127243042,0.22546859085559845,0.37488511204719543,-0.28468790650367737,0.9773886203765869,0.6130295991897583,0.4014821946620941,-0.3901900053024292,0.9676610827445984,0.21561942994594574,0.39989474415779114,-0.35296744108200073,0.9566318988800049,0.6026562452316284,0.40186986327171326,-0.47650888562202454,0.9702462553977966,0.22542983293533325,0.39815524220466614,-0.4246083199977875,0.9602089524269104,0.592229962348938,0.3935546875,-0.35954514145851135,0.9629492163658142,0.23405931890010834,0.3923519253730774,-0.31642940640449524,0.9544087052345276,0.4921617805957794,0.3748599886894226,0.048669539391994476,0.9999287128448486,0.3477908968925476,0.37487050890922546,-0.04926930367946625,0.9999274015426636,0.5822689533233643,0.5160175561904907,0.014836232177913189,0.9919340014457703,0.2575477659702301,0.5281668901443481,-0.11650150269269943,0.9945521950721741,0.7076648473739624,0.6708142161369324,0.23363782465457916,0.9939475059509277,0.14161045849323273,0.6712006330490112,0.1538315713405609,0.9938201904296875,0.6977369785308838,0.6939493417739868,0.2367234081029892,0.8929920792579651,0.13849565386772156,0.692568302154541,0.16420955955982208,0.7917569279670715,0.7682095170021057,0.7047907114028931,-0.0609029196202755,0.979809582233429,0.09999573230743408,0.7112924456596375,-0.14784708619117737,0.9796521067619324
legs_wide,0.403708815574646,0.0958922952413559,-0.5924862623214722,0.9999980926513672,0.41840189695358276,0.0830545574426651,-0.5541129112243652,0.9999942779541016,0.4260517656803131,0.0836281031370163,-0.5541346669197083,0.9999934434890747,0.4358679950237274,0.08405324816703796,-0.5541326403617859,0.9999935030937195,0.3911254405975342,0.08205993473529816,-0.5571311712265015,0.999993622303009,0.3807831108570099,0.08190253376960754,-0.5572242140769958,0.9999931454658508,0.3714911937713623,0.08196242153644562,-0.5571621656417847,0.9999932050704956,0.44646868109703064,0.09105593711137772,-0.29717588424682617,0.9999760985374451,0.35422277450561523,0.08897842466831207,-0.3217814266681671,0.9999867081642151,0.41862058639526367,0.11239413917064667,-0.4947977364063263,0.9999943375587463,0.38323134183883667,0.11250986158847809,-0.5012239813804626,0.9999955892562866,0.5116193294525146,0.18390387296676636,-0.12814868986606598,0.999989926815033,0.2857886254787445,0.1757364273071289,-0.1517791599035263,0.9999880790710449,0.5451889634132385,0.28981733322143555,-0.05622415989637375,0.9803200960159302,0.24300077557563782,0.28565075993537903,-0.05626273155212402,0.9815633893013,0.5933953523635864,0.37274959683418274,-0.3107755780220032,0.985180675983429,0.22478646039962769,0.3763074278831482,-0.22241175174713135,0.9790093898773193,0.6125309467315674,0.4006505012512207,-0.3822869062423706,0.9702022671699524,0.2153969407081604,0.4017001986503601,-0.2873077392578125,0.9597790241241455,0.6022698879241943,0.40099501609802246,-0.46303775906562805,0.9727246761322021,0.22701428830623627,0.4004153311252594,-0.35796767473220825,0.9633322358131409,0.5916258692741394,0.39300277829170227,-0.3487032949924469,0.9659819602966309,0.23575307428836823,0.39421597123146057,-0.2539268136024475,0.957834780216217,0.4912099242210388,0.3736572563648224,0.02314372919499874,0.9999284744262695,0.347389817237854,0.37494075298309326,-0.023699166253209114,0.9999164938926697,0.580410897731781,0.5151064991950989,-0.020887495949864388,0.9929059743881226,0.25850871205329895,0.527351975440979,-0.09182428568601608,0.9941833019256592,0.7085312604904175,0.6697696447372437,0.18321262300014496,0.9940512776374817,0.14362545311450958,0.6646528840065002,0.15889815986156464,0.9928616285324097,0.7013210654258728,0.6905745267868042,0.18539123237133026,0.8793025016784668,0.13961371779441833,0.6868129968643188,0.16721630096435547,0.7794342041015625,0.7466878890991211,0.7037402987480164,-0.11900530755519867,0.9798535108566284,0.11122774332761765,0.708197832107544,-0.13501766324043274,0.9775082468986511
legs_narrow,0.3857462704181671,0.0731259435415268,-0.36207011342048645,0.9999938607215881,0.396312415599823,0.05848700925707817,-0.3405550718307495,0.9999697208404541,0.40624767541885376,0.05846048519015312,-0.3406677544116974,0.9999717473983765,0.4142509996891022,0.05870111659169197,-0.3407486081123352,0.9999711513519287,0.368180513381958,0.05889926105737686,-0.33876660466194153,0.9999691247940063,0.35681039094924927,0.05954471230506897,-0.3387908339500427,0.9999710321426392,0.3466431200504303,0.06052296236157417,-0.33877724409103394,0.9999699592590332,0.4259260892868042,0.06541625410318375,-0.1855221688747406,0.9999299049377441,0.33038225769996643,0.06800566613674164,-0.1828303039073944,0.9999468326568604,0.399507999420166,0.08953598141670227,-0.3023318350315094,0.9999871850013733,0.36717766523361206,0.0895397737622261,-0.30134743452072144,0.9999871850013733,0.4997907280921936,0.152195006608963,-0.10176598280668259,0.9999715089797974,0.2654845118522644,0.15757572650909424,-0.11835973709821701,0.9999390244483948,0.5246061086654663,0.2591577470302582,-0.03661832585930824,0.9792055487632751,0.23696592450141907,0.26688259840011597,-0.06182214990258217,0.9822787642478943,0.538564145565033,0.34474462270736694,-0.1315682977437973,0.9730883836746216,0.2471373826265335,0.35846570134162903,-0.15009750425815582,0.9656906723976135,0.55007004737854,0.37269288301467896,-0.16393575072288513,0.9554205536842346,0.2447075992822647,0.3864433169364929,-0.19094263017177582,0.9421443343162537,0.5336871147155762,0.3718181252479553,-0.21617953479290009,0.9558869004249573,0.2533334195613861,0.38427501916885376,-0.23095476627349854,0.9439035654067993,0.5252300500869751,0.36515918374061584,-0.1528189480304718,0.9487311840057373,0.25998324155807495,0.3759933412075043,-0.16866861283779144,0.94076007604599,0.4566079080104828,0.3438468873500824,0.005486715119332075,0.9996986389160156,0.3271523714065552,0.34154653549194336,-0.006205035373568535,0.9995821118354797,0.4399588406085968,0.49899211525917053,-0.059888288378715515,0.9422208666801453,0.3617953062057495,0.4992741048336029,-0.06870166212320328,0.9050605893135071,0.42745932936668396,0.6626798510551453,0.023636460304260254,0.9355854988098145,0.3777923882007599,0.6684751510620117,0.01901967078447342,0.9015900492668152,0.42754673957824707,0.6815465092658997,0.018039938062429428,0.48748770356178284,0.37987226247787476,0.689330518245697,0.012858946807682514,0.44593530893325806,0.4353334307670593,0.7009955644607544,-0.20811618864536285,0.9125865697860718,0.3658178448677063,0.7077392339706421,-0.23087404668331146,0.8908271193504333
