type,class,stand,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
dead-lift,front,down,0.6816796064376831,0.4954756796360016,-0.6658568382263184,0.9999822378158568,0.6884661912918091,0.4775379300117492,-0.6494230031967163,0.9999762773513794,0.6924548745155334,0.4758479297161102,-0.6494442224502563,0.9999691247940063,0.69605553150177,0.4742107093334198,-0.6496268510818481,0.9999772906303406,0.6752272248268127,0.478679358959198,-0.6474035382270813,0.99995619058609,0.6709784865379333,0.4774521589279175,-0.647422194480896,0.9999345541000366,0.6680015921592712,0.4758890867233276,-0.6474077105522156,0.9999372959136964,0.7041881084442139,0.4702421426773071,-0.5243149399757385,0.999955713748932,0.6642454266548157,0.4730426371097564,-0.5149737596511841,0.99985933303833,0.6891504526138306,0.5102445483207703,-0.6167060136795044,0.9999924302101136,0.6743972897529602,0.5128322839736938,-0.6139679551124573,0.9999885559082032,0.7436811923980713,0.5601640343666077,-0.4028286039829254,0.9999768733978271,0.6312781572341919,0.5574580430984497,-0.3744009137153625,0.9994685053825378,0.7625314593315125,0.7083924412727356,-0.4285758137702942,0.9918265342712402,0.6145371198654175,0.7063319087028503,-0.3823015689849853,0.9606191515922546,0.7706587910652161,0.8325626850128174,-0.510065495967865,0.9764587879180908,0.6040834188461304,0.8301661014556885,-0.4673885405063629,0.8886496424674988,0.7754470109939575,0.86723792552948,-0.5500952005386353,0.9348992705345154,0.5969318747520447,0.8613951206207275,-0.5019563436508179,0.7667936682701111,0.7667350172996521,0.8702095746994019,-0.5704277157783508,0.9424660801887512,0.6064451932907104,0.86524498462677,-0.5292400121688843,0.7800174951553345,0.7621762156486511,0.8593095541000366,-0.520124077796936,0.9293739199638368,0.6111069917678833,0.857204794883728,-0.4806353449821472,0.7465344667434692,0.7172013521194458,0.6291560530662537,-0.0009951674146577,0.9999791383743286,0.6592745184898376,0.6290108561515808,0.0010548389982432,0.9999141097068788,0.7441484928131104,0.7325740456581116,-0.3586385548114776,0.9476187825202942,0.6257864236831665,0.7291337847709656,-0.328628659248352,0.937239706516266,0.7331932783126831,0.9041304588317872,-0.0974216237664222,0.9555928111076356,0.6411116719245911,0.9029051661491394,-0.084950566291809,0.9822604656219482,0.7285693287849426,0.9276726841926576,-0.0792470425367355,0.8183562159538269,0.6480770707130432,0.9280608892440796,-0.0677714794874191,0.8769912719726562,0.7385420203208923,0.967860758304596,-0.2367464303970337,0.9526815414428712,0.6296837329864502,0.962560534477234,-0.2239773273468017,0.9702264666557312
dead-lift,front,up,0.6892983317375183,0.1589585095643997,-0.3288655877113342,0.9999881982803344,0.6960606575012207,0.1387262642383575,-0.3152646422386169,0.999950647354126,0.6994072794914246,0.138225719332695,-0.3152657747268677,0.9999557733535768,0.703274130821228,0.1378613412380218,-0.3152249455451965,0.9999510049819946,0.6828925609588623,0.140311524271965,-0.3143879175186157,0.9999493360519408,0.678379476070404,0.141081154346466,-0.3144035935401916,0.9999510645866394,0.6749349236488342,0.1418083608150482,-0.3144113719463348,0.9999417662620544,0.7092725038528442,0.1443693786859512,-0.2101907432079315,0.9999130368232728,0.6699780225753784,0.148849606513977,-0.2068512886762619,0.9998762011528016,0.6967827081680298,0.178341269493103,-0.2879098653793335,0.9999819993972778,0.6821963787078857,0.1806972324848175,-0.2869021296501159,0.9999772906303406,0.7502869367599487,0.2659710645675659,-0.1386374533176422,0.9999709129333496,0.6380975842475891,0.2670518159866333,-0.1220611333847045,0.9999268054962158,0.7667961716651917,0.4117913842201233,-0.0872514843940734,0.9945485591888428,0.6207810640335083,0.4133899807929992,-0.0725093334913253,0.9728366732597352,0.7799367904663086,0.5467314124107361,-0.1732053309679031,0.9818329811096193,0.6066319942474365,0.5453622937202454,-0.1497533768415451,0.940925359725952,0.7852387428283691,0.5862613320350647,-0.198684275150299,0.9588288068771362,0.5985724925994873,0.5843559503555298,-0.1751763969659805,0.8937088251113892,0.7798104286193848,0.5855792760848999,-0.2344559431076049,0.96228688955307,0.6039041876792908,0.5845241546630859,-0.2131288051605224,0.9016338586807252,0.7759369611740112,0.575319230556488,-0.1884863674640655,0.957644522190094,0.6096407175064087,0.5738963484764099,-0.1671323180198669,0.8938001394271851,0.720138669013977,0.5472725629806519,-0.0058332765474915,0.9996598958969116,0.6591530442237854,0.5447737574577332,0.0057752011343836,0.9996784329414368,0.7217427492141724,0.7338246703147888,0.0360236503183841,0.9896576404571532,0.6558082103729248,0.7255183458328247,0.0295081548392772,0.9917571544647216,0.73321533203125,0.9068083167076112,0.1776649951934814,0.9908382892608644,0.6430108547210693,0.9078913927078248,0.1787373125553131,0.9904720187187196,0.7301197052001953,0.9305596351623536,0.18363718688488,0.9103253483772278,0.6475002765655518,0.9347525835037231,0.185979276895523,0.8925834894180298,0.7370074391365051,0.9652224779129028,0.057636022567749,0.9839488863945008,0.6348918080329895,0.9629454016685486,0.0627778843045234,0.9821706414222716
dead-lift,front,down,0.687186598777771,0.4937794506549835,-0.6126408576965332,0.9999819397926332,0.6934028267860413,0.4765637218952179,-0.5996502041816711,0.9999753832817078,0.6971785426139832,0.4751799702644348,-0.5996701717376709,0.9999676942825316,0.7007545232772827,0.4734675586223602,-0.5998432040214539,0.9999768137931824,0.6808621287345886,0.4770634472370147,-0.5983949899673462,0.999951183795929,0.676486611366272,0.4760930240154266,-0.5983956456184387,0.999922215938568,0.6731386780738831,0.4746747314929962,-0.5983677506446838,0.999920666217804,0.7074974179267883,0.4666424989700317,-0.4869582056999206,0.9999553561210632,0.6676401495933533,0.4704398214817047,-0.4806731641292572,0.9998142123222352,0.6931848526000977,0.5093695521354675,-0.566933274269104,0.9999926686286926,0.6796376705169678,0.5112910866737366,-0.5650436282157898,0.9999871850013732,0.7414597868919373,0.5514242053031921,-0.3667006492614746,0.9999836683273317,0.6335242390632629,0.5507209897041321,-0.3500710725784302,0.9995006322860718,0.7605217695236206,0.7028743624687195,-0.3824216723442077,0.9924048185348512,0.6160424947738647,0.6989105939865112,-0.3514224886894226,0.9697320461273192,0.7659533023834229,0.8252589106559753,-0.4456530511379242,0.969971477985382,0.6034387946128845,0.8252986669540405,-0.4124749302864074,0.8999021053314209,0.7737498879432678,0.8574351668357849,-0.4795670509338379,0.9157754182815552,0.5939995050430298,0.8552489280700684,-0.4423247277736664,0.7715741991996765,0.7643271684646606,0.860429048538208,-0.5001897215843201,0.929357886314392,0.6028424501419067,0.8606101274490356,-0.468210756778717,0.7934823632240295,0.7584929466247559,0.8491126298904419,-0.4553457796573639,0.9210153222084044,0.6089016199111938,0.8503233194351196,-0.4245285391807556,0.7861661314964294,0.7136141061782837,0.6199647784233093,0.0008305489318445,0.999963641166687,0.6578993201255798,0.6181561946868896,-0.0007728114142082,0.99981951713562,0.7457876801490784,0.7211573123931885,-0.3129677176475525,0.9325630068778992,0.6222642064094543,0.7194392085075378,-0.2986464500427246,0.9234502911567688,0.733016312122345,0.898948073387146,-0.1039997562766075,0.9491802453994752,0.6383806467056274,0.8991496562957764,-0.0990725383162498,0.9703185558319092,0.7286703586578369,0.9181849360466005,-0.0897183418273925,0.7692651152610779,0.6462746858596802,0.924142360687256,-0.0848146229982376,0.8068035244941711,0.7369346022605896,0.9679133892059326,-0.2288072854280471,0.9383329153060912,0.6279855370521545,0.959555983543396,-0.2261716574430465,0.9511943459510804
dead-lift,front,up,0.6879167556762695,0.1579546928405761,-0.3287762105464935,0.9999884366989136,0.6950312256813049,0.1367300301790237,-0.3151755928993225,0.999951958656311,0.6985528469085693,0.1363084465265274,-0.3151770234107971,0.9999572038650512,0.7022883892059326,0.1359840184450149,-0.3151280283927917,0.99995219707489,0.6816564798355103,0.1376774758100509,-0.3141408562660217,0.9999500513076782,0.6773898601531982,0.1382449865341186,-0.3141551613807678,0.9999516606330872,0.6740178465843201,0.1390116214752197,-0.3141623437404632,0.9999418258666992,0.708789050579071,0.1435036212205886,-0.2117299288511276,0.9999159574508668,0.6693156957626343,0.1464742124080658,-0.2078312188386917,0.9998778104782104,0.6958131194114685,0.1784986704587936,-0.2886068522930145,0.9999834895133972,0.680887758731842,0.1806604117155075,-0.287412166595459,0.9999794363975524,0.7491653561592102,0.2675234377384186,-0.1468158662319183,0.999975562095642,0.6366091966629028,0.2683148682117462,-0.1223304271697998,0.9999252557754515,0.7642325162887573,0.4136035442352295,-0.1020484417676925,0.9947532415390016,0.6195815205574036,0.4162454009056091,-0.0740159302949905,0.972682237625122,0.7781472206115723,0.5513096451759338,-0.189550906419754,0.9832772612571716,0.6060025095939636,0.5522577166557312,-0.1489500105381012,0.9422128200531006,0.7830343842506409,0.5907968878746033,-0.2158689498901367,0.961999773979187,0.5982165932655334,0.5894423723220825,-0.1740243434906005,0.8962821364402771,0.7772116661071777,0.5906635522842407,-0.2509173154830932,0.9653322696685792,0.6031132936477661,0.5899597406387329,-0.2114950716495514,0.9043280482292176,0.7735173106193542,0.5798475742340088,-0.2045122385025024,0.9610388278961182,0.6088686585426331,0.5795173048973083,-0.1661522388458252,0.8982471227645874,0.7208755016326904,0.5495160222053528,-0.0087968511506915,0.9996885657310486,0.658557653427124,0.5476998686790466,0.0087221479043364,0.999681830406189,0.7213466763496399,0.7300965189933777,0.0448490642011165,0.990011751651764,0.6545547246932983,0.7221464514732361,0.0466202236711978,0.9910191893577576,0.7337427735328674,0.905232548713684,0.193142682313919,0.9911606907844543,0.6427214741706848,0.9072957634925842,0.2029225826263427,0.9901849031448364,0.730780303478241,0.9286131858825684,0.2000060379505157,0.908961296081543,0.6473996043205261,0.9336148500442504,0.2111884355545044,0.8958649635314941,0.7342609167098999,0.9650088548660278,0.0755329802632331,0.984825849533081,0.634536862373352,0.9639240503311156,0.0921817421913147,0.982048511505127
dead-lift,front,down,0.6911088824272156,0.4853939116001129,-0.6094682216644287,0.9999768733978271,0.6969500780105591,0.4675329327583313,-0.596517026424408,0.999968647956848,0.7006140947341919,0.4660198092460632,-0.5965397953987122,0.999960958957672,0.7040526270866394,0.4642746448516845,-0.5967229604721069,0.9999719858169556,0.6848062872886658,0.469022274017334,-0.5952569246292114,0.9999358057975768,0.680592954158783,0.4684828817844391,-0.5952595472335815,0.9999032020568848,0.6767574548721313,0.4676207304000854,-0.5952414274215698,0.9998971819877625,0.7105018496513367,0.4580499529838562,-0.4848217070102691,0.9999530911445618,0.6712478995323181,0.4642482399940491,-0.4786270260810852,0.9997743368148804,0.6962712407112122,0.5006635189056396,-0.5642945170402527,0.999991774559021,0.6837404370307922,0.5039514899253845,-0.562454104423523,0.9999852776527404,0.7432196736335754,0.5450578331947327,-0.3700397312641144,0.999985694885254,0.6376777291297913,0.5417929887771606,-0.3487304747104645,0.9993929862976074,0.7606152296066284,0.6996545195579529,-0.3887567818164825,0.9934645891189576,0.6179918050765991,0.691380500793457,-0.3496485948562622,0.9670933485031128,0.768422544002533,0.825355589389801,-0.4467020034790039,0.9743065237998962,0.6062344312667847,0.8178674578666687,-0.4087310433387756,0.8837000727653503,0.7746068835258484,0.8599681258201599,-0.4799409806728363,0.9271018505096436,0.597015380859375,0.8507885336875916,-0.4372768402099609,0.7543109655380249,0.7643406391143799,0.8644904494285583,-0.4993818700313568,0.9372459650039672,0.6053822636604309,0.8563641905784607,-0.462874561548233,0.7752376198768616,0.7600740790367126,0.8531944155693054,-0.4556597173213959,0.9274227619171144,0.6127154231071472,0.8453696966171265,-0.4206531941890716,0.7622349262237549,0.715920090675354,0.612581193447113,0.0012078892905265,0.9999677538871764,0.6605173349380493,0.6116217970848083,-0.0011466585565358,0.9998261332511902,0.747238039970398,0.7242379784584045,-0.319293200969696,0.923965871334076,0.6272182464599609,0.721891462802887,-0.2932451963424682,0.9145135879516602,0.7354594469070435,0.9009895324707032,-0.1014395132660865,0.939180850982666,0.6384546756744385,0.8958808779716492,-0.0905310660600662,0.9660042524337769,0.7304936647415161,0.91918283700943,-0.0857835188508033,0.7378408908843994,0.6461636424064636,0.919070601463318,-0.0757727399468422,0.7934147715568542,0.7399445176124573,0.9650062322616576,-0.2261441498994827,0.9270687699317932,0.6271232962608337,0.9607077836990356,-0.2152473926544189,0.947153627872467
dead-lift,front,up,0.6898214221000671,0.1519995927810669,-0.3212828636169433,0.9999862909317015,0.6965404748916626,0.1324723064899444,-0.3055669367313385,0.9999430775642396,0.7001045346260071,0.1324570178985595,-0.3055833876132965,0.9999499917030334,0.7035170793533325,0.1324661970138549,-0.3055528402328491,0.9999439716339112,0.683763861656189,0.1334550380706787,-0.3058308660984039,0.9999383091926576,0.6795276403427124,0.1340845972299575,-0.3058279752731323,0.9999396800994872,0.675858199596405,0.1349667608737945,-0.3058355450630188,0.9999258518218994,0.7096218466758728,0.1410531401634216,-0.1977863162755966,0.999902069568634,0.6702945232391357,0.1445267796516418,-0.1996351778507232,0.9998406767845154,0.6979215145111084,0.1736077666282653,-0.2800696790218353,0.9999797344207764,0.6827467083930969,0.1767135262489318,-0.2805819511413574,0.9999730587005616,0.7478979825973511,0.2701029181480407,-0.1334836781024933,0.9999679923057556,0.6363734602928162,0.2689545154571533,-0.1154373288154602,0.9998955130577089,0.7635082006454468,0.411228209733963,-0.0902159586548805,0.9942070245742798,0.6207969188690186,0.4166973233222961,-0.0678377151489257,0.9643964171409608,0.7788441777229309,0.5455042719841003,-0.1868384778499603,0.9806188941001892,0.6066739559173584,0.5492363572120667,-0.146666944026947,0.9304484724998474,0.7830392122268677,0.5875778794288635,-0.2152725160121917,0.957086145877838,0.5981307029724121,0.5865598320960999,-0.1727387458086013,0.8812210559844971,0.7770072221755981,0.5869332551956177,-0.251319944858551,0.9607681632041932,0.6023334264755249,0.5878610610961914,-0.2123124152421951,0.8903418779373169,0.7734904289245605,0.5763057470321655,-0.2027920931577682,0.9556879997253418,0.608359694480896,0.5776051878929138,-0.1649312525987625,0.8832786679267883,0.7194763422012329,0.5476353168487549,-0.0080425208434462,0.9996438026428224,0.6586343050003052,0.5472439527511597,0.0079915216192603,0.999638855457306,0.7217668294906616,0.7304130792617798,0.0332001931965351,0.9910095930099488,0.6538400650024414,0.7247926592826843,0.0356849022209644,0.9916620254516602,0.7342365980148315,0.9069597125053406,0.1796576082706451,0.9916680455207824,0.643058717250824,0.9072771072387696,0.1916293948888778,0.9908584952354432,0.7316466569900513,0.9311676621437072,0.1857830733060836,0.9128231406211852,0.6486236453056335,0.9343231916427612,0.1991318166255951,0.9017850160598756,0.7362046837806702,0.966045379638672,0.0580660291016101,0.9848604202270508,0.6333646178245544,0.9645995497703552,0.0749299302697181,0.9824740886688232
dead-lift,front,down,0.6908942461013794,0.4835413098335266,-0.6839392781257629,0.9999821186065674,0.6973721385002136,0.4626028835773468,-0.6673356890678406,0.9999584555625916,0.7012618184089661,0.461840808391571,-0.6673591136932373,0.9999468922615052,0.7052298784255981,0.4610976278781891,-0.6675189733505249,0.999952793121338,0.6845219731330872,0.4621810615062713,-0.6676457524299622,0.9999277591705322,0.6799956560134888,0.4615057110786438,-0.6677038073539734,0.9999002814292908,0.6760445833206177,0.4609383940696716,-0.6677541136741638,0.9998810887336732,0.7133930325508118,0.4588768482208252,-0.5382570028305054,0.9999078512191772,0.6696599721908569,0.460461288690567,-0.5407503843307495,0.999779462814331,0.6973509192466736,0.4984556436538696,-0.6330889463424683,0.9999934434890748,0.6830894351005554,0.5010805130004883,-0.6336579322814941,0.9999902844429016,0.7464075088500977,0.5463195443153381,-0.4198296666145324,0.9999530911445618,0.6386235952377319,0.5421873927116394,-0.4093035161495209,0.9993152022361756,0.7608937621116638,0.7003353238105774,-0.4631769061088562,0.994549572467804,0.6176363825798035,0.6917904615402222,-0.4401062428951263,0.983437716960907,0.7686026096343994,0.8295744061470032,-0.5443713665008545,0.9730756878852844,0.6047917604446411,0.8271992802619934,-0.5180601477622986,0.927423357963562,0.7754627466201782,0.8671680688858032,-0.5858299136161804,0.923940658569336,0.5938358902931213,0.8584171533584595,-0.5550628900527954,0.8316335678100586,0.7656004428863525,0.8736544847488403,-0.6050454378128052,0.930738627910614,0.6043183207511902,0.8633967638015747,-0.5815504789352417,0.8450191617012024,0.7570838928222656,0.8694177269935608,-0.5545467734336853,0.923898458480835,0.6115177869796753,0.8534120321273804,-0.5312299132347107,0.8358901143074036,0.7219470143318176,0.6473253965377808,-5.873186091776006e-05,0.999950349330902,0.6610555052757263,0.6408237218856812,9.961913747247308e-05,0.9998313784599304,0.7369329333305359,0.7434967756271362,-0.3862667679786682,0.9065693020820618,0.6337751150131226,0.7130510807037354,-0.3563295900821686,0.9028817415237428,0.7304355502128601,0.8969366550445557,-0.1304977834224701,0.9160345196723938,0.6409070491790771,0.8941551446914673,-0.1147999167442321,0.959056794643402,0.7259648442268372,0.9184336066246032,-0.1125673651695251,0.6894959807395935,0.6482541561126709,0.9171801209449768,-0.0981082767248153,0.7812678217887878,0.734820544719696,0.9653517603874208,-0.2652922570705414,0.899250328540802,0.6329728960990906,0.9634423851966858,-0.2526839971542358,0.9324233531951904
dead-lift,side,down,0.8339382410049438,0.4334680438041687,-0.0541270263493061,0.997186005115509,0.834306538105011,0.4127454459667206,-0.0391026362776756,0.9983006119728088,0.8337501287460327,0.4116799235343933,-0.0391596667468547,0.9980945587158204,0.8329632878303528,0.4103781878948211,-0.0391897335648536,0.9985632300376892,0.8331862688064575,0.412428081035614,-0.0722959116101265,0.9981644153594972,0.831886887550354,0.4114550650119781,-0.0723879486322403,0.9976707696914672,0.8302555084228516,0.4104102253913879,-0.0724473744630813,0.9983866810798644,0.8190943598747253,0.406128317117691,0.028196882456541,0.9977948069572448,0.8172056078910828,0.4069588482379913,-0.1211467832326889,0.9983806014060974,0.8262887001037598,0.4459255337715149,-0.0273971520364284,0.9987089037895204,0.8248888850212097,0.4442274868488312,-0.0707289054989814,0.99900484085083,0.7722795009613037,0.4568924903869629,0.1387744396924972,0.9985079169273376,0.7736473679542542,0.485097199678421,-0.2124925106763839,0.9996513724327089,0.7469611167907715,0.5840805768966675,0.1410542726516723,0.2158710956573486,0.7489514350891113,0.6232756972312927,-0.2065411806106567,0.8855634331703186,0.7466316223144531,0.6752616167068481,0.0820211023092269,0.1828483343124389,0.7411093711853027,0.7385322451591492,-0.1151495724916458,0.7734590768814087,0.7485109567642212,0.6965555548667908,0.0863125473260879,0.1786261349916458,0.7408841848373413,0.7623435258865356,-0.1376469284296035,0.7264320850372314,0.7498276233673096,0.7022663354873657,0.0634597316384315,0.1827668845653534,0.7457435131072998,0.7609309554100037,-0.129695326089859,0.7242292165756226,0.7457735538482666,0.6893479228019714,0.0696283429861068,0.1881304830312729,0.7441973090171814,0.7551512122154236,-0.1105336770415306,0.6700425148010254,0.6638222336769104,0.5524346828460693,0.1205075234174728,0.9919977188110352,0.6489553451538086,0.559992790222168,-0.1202725023031234,0.9935762882232666,0.7442681789398193,0.624373197555542,0.2637909948825836,0.3061768412590027,0.7286400198936462,0.6608164310455322,-0.2486871182918548,0.9390628337860109,0.7064250111579895,0.7405418157577515,0.3797627687454223,0.4267817139625549,0.7012900114059448,0.8279391527175903,-0.2224483042955398,0.8693095445632935,0.6905822157859802,0.7604957818984985,0.389098972082138,0.4411128759384155,0.6793230175971985,0.8481268286705017,-0.2216388285160064,0.8348440527915955,0.7383659482002258,0.7823091149330139,0.3740142583847046,0.5233017802238464,0.7609871625900269,0.8887072205543518,-0.2817615568637848,0.8559728860855103
dead-lift,side,up,0.757030189037323,0.1269184350967407,-0.1119829192757606,0.923465132713318,0.752416729927063,0.1059800684452056,-0.0993910133838653,0.8845980763435364,0.7512528896331787,0.1052917465567588,-0.0994517058134079,0.88016277551651,0.7498115301132202,0.1045137122273445,-0.099426046013832,0.9031105637550354,0.7516481876373291,0.1060236319899559,-0.1382255852222442,0.907178521156311,0.7501072287559509,0.1055430322885513,-0.1382630318403244,0.9120295643806458,0.748378574848175,0.1049534827470779,-0.138420283794403,0.927952229976654,0.7327235341072083,0.1086347997188568,-0.0345823690295219,0.7774134278297424,0.7331088781356812,0.109728567302227,-0.2088005244731903,0.9038230776786804,0.7530961036682129,0.1472297310829162,-0.0827523320913314,0.8845021724700928,0.7511609792709351,0.1469672918319702,-0.1330712735652923,0.9306182265281676,0.7066946625709534,0.2091438323259353,0.0761362984776496,0.989052951335907,0.716176450252533,0.2206811755895614,-0.2784543335437774,0.9993894696235656,0.7189112901687622,0.3701748251914978,0.1000069975852966,0.0113395955413579,0.7308597564697266,0.392736405134201,-0.3129013478755951,0.858005166053772,0.748558759689331,0.4799848794937134,0.0465924032032489,0.0167152173817157,0.7476496696472168,0.5125068426132202,-0.2950702905654907,0.7216446995735168,0.7533429861068726,0.5086851119995117,0.0478619635105133,0.0246623307466506,0.7483533024787903,0.5439135432243347,-0.3298264741897583,0.6905912160873413,0.7591091394424438,0.5063456892967224,0.0231563914567232,0.0251969937235116,0.7536468505859375,0.5370624661445618,-0.3233045935630798,0.6693559288978577,0.7570527195930481,0.4964224994182586,0.0326946340501308,0.0264800321310758,0.7527732253074646,0.5260867476463318,-0.2921229302883148,0.5792456269264221,0.718981146812439,0.4995996356010437,0.1041254252195358,0.9949366450309752,0.72783362865448,0.4952303171157837,-0.1041553765535354,0.9950976967811584,0.7194970846176147,0.6505951285362244,0.1816585958003997,0.2348547726869583,0.7277935743331909,0.6521552801132202,-0.0133730545639991,0.8489816188812256,0.720144510269165,0.8204947710037231,0.2992769777774811,0.4578325748443603,0.7221442461013794,0.8247876763343811,0.1293980032205581,0.8485105037689209,0.7082058787345886,0.858953595161438,0.3060788512229919,0.5500392317771912,0.7091730833053589,0.8689641952514648,0.1379407793283462,0.762387216091156,0.7631996870040894,0.8482415080070496,0.2548904418945312,0.6569303870201111,0.7687290906906128,0.8643112778663635,0.0671596974134445,0.851710319519043
dead-lift,side,down,0.827777087688446,0.4280083179473877,-0.1075294762849807,0.9988784193992616,0.828336238861084,0.4070089161396026,-0.09125467389822,0.9986138343811036,0.8278802037239075,0.4060314297676086,-0.0912926942110061,0.9988356232643129,0.8271864652633667,0.4048072099685669,-0.0913000181317329,0.998920738697052,0.8268244862556458,0.4068258106708526,-0.1273628026247024,0.998892068862915,0.8253262639045715,0.4058749377727508,-0.1274583339691162,0.999007523059845,0.8235888481140137,0.4046624600887298,-0.1275218427181244,0.9991163611412048,0.8140958547592163,0.4014320373535156,-0.0148476008325815,0.9981030225753784,0.8109108209609985,0.4011222422122955,-0.1783318370580673,0.9989299178123474,0.819695770740509,0.4418091177940368,-0.0774489119648933,0.9986526370048524,0.8178450465202332,0.4402491152286529,-0.1247126832604408,0.9991410374641418,0.7691487073898315,0.4632429480552673,0.0984320491552352,0.998357355594635,0.76695317029953,0.4837394654750824,-0.2608853876590729,0.9998932480812072,0.7507117986679077,0.5953293442726135,0.1059668883681297,0.0840581133961677,0.7533274292945862,0.627376914024353,-0.2669652104377746,0.9485395550727844,0.7494484782218933,0.7069486975669861,0.0265028066933155,0.0694539174437522,0.7458184361457825,0.7387204766273499,-0.1804746091365814,0.8919047117233276,0.751855194568634,0.7218967080116272,0.0287003777921199,0.0776393860578537,0.7439166307449341,0.7604169845581055,-0.2091293632984161,0.8739680051803589,0.7523983716964722,0.7246734499931335,0.0002938955149147,0.0842623114585876,0.748741865158081,0.7592214941978455,-0.1988394558429718,0.8694270849227905,0.7504540085792542,0.7201939821243286,0.0115157831460237,0.0973611623048782,0.7480384707450867,0.7514721155166626,-0.1752867102622985,0.8231868147850037,0.6604815721511841,0.5473788976669312,0.1164281815290451,0.9991798996925354,0.6440953016281128,0.5527884364128113,-0.1162844076752662,0.9998327493667604,0.7443095445632935,0.6225280165672302,0.2216564118862152,0.2939814031124115,0.7281187772750854,0.6420906782150269,-0.2040952742099762,0.9925061464309692,0.7212710380554199,0.7845346927642822,0.3414914608001709,0.5580994486808777,0.7061020731925964,0.8180266618728638,-0.0858558192849159,0.9424810409545898,0.7056587934494019,0.8086366653442383,0.3521816730499267,0.5618953704833984,0.6906120181083679,0.8421697616577148,-0.0751226767897605,0.92383074760437,0.7595444917678833,0.827079713344574,0.3249048292636871,0.6642367839813232,0.752678394317627,0.8687186241149902,-0.1183061599731445,0.9366496801376344
