hips,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
 hips_deep,0.2765716016292572,0.7306124567985535,-0.0081736221909523,0.9995341897010804,0.2694107592105865,0.7183200120925903,-0.0361587144434452,0.9996516108512878,0.2695098519325256,0.7182377576828003,-0.0362040475010871,0.9996017217636108,0.26967453956604,0.7182809710502625,-0.0362420603632926,0.9996726512908936,0.2705205976963043,0.7139838337898254,-0.0024287584237754,0.9995437264442444,0.271377682685852,0.7105840444564819,-0.0024072478991001,0.9995021224021912,0.2723172307014465,0.7068744897842407,-0.0024444814771413,0.9996578693389891,0.2779574692249298,0.7082539200782776,-0.1094953641295433,0.999466836452484,0.2809443771839142,0.6904058456420898,0.0399576909840106,0.999648094177246,0.2866882383823395,0.7312475442886353,-0.0303478501737117,0.9996322989463806,0.2880920171737671,0.7268797755241394,0.0128872841596603,0.9995974898338318,0.3317450582981109,0.7264662981033325,-0.1705132275819778,0.999961793422699,0.3456969261169433,0.6706396341323853,0.1392690539360046,0.9996588230133056,0.4052302241325378,0.8239101767539978,-0.1956128925085067,0.96697336435318,0.4078294336795807,0.7409290671348572,0.2178506404161453,0.0682107433676719,0.3756669163703918,0.9414403438568116,-0.1575730741024017,0.955449879169464,0.3881426155567169,0.8457200527191162,0.2247263640165329,0.2100514620542526,0.3549150824546814,0.957244038581848,-0.1784382164478302,0.9449495673179626,0.3718817234039306,0.8431376218795776,0.2318388670682907,0.2663944959640503,0.3499382436275482,0.9440118670463562,-0.1569374650716781,0.9429598450660706,0.3722444474697113,0.8487266302108765,0.2086440771818161,0.2691263854503631,0.3577572703361511,0.93791663646698,-0.1465635597705841,0.9071019887924194,0.3779145181179046,0.852622926235199,0.2143630683422088,0.2588438093662262,0.4889166951179504,0.8498373031616211,-0.1070696264505386,0.9998646378517152,0.4906292855739593,0.7979627847671509,0.1069738045334816,0.9989731311798096,0.615066409111023,0.8778401017189026,-0.1112514957785606,0.9795565605163574,0.6052824258804321,0.8235273361206055,0.2582398355007171,0.5039573907852173,0.757423460483551,0.8650123476982117,-0.1344729959964752,0.9944137334823608,0.7012237310409546,0.7862687110900879,0.4102282524108886,0.7247447371482849,0.7856580018997192,0.8528120517730713,-0.1379548013210296,0.9916971921920776,0.7233589291572571,0.7707540988922119,0.4249846935272217,0.7970438599586487,0.7508602142333984,0.9456766843795776,-0.2024427652359008,0.991715967655182,0.7098737359046936,0.8522116541862488,0.4294372200965881,0.8686890006065369
hips_normal,0.3206327557563782,0.6136193871498108,-0.0001322236348642,0.9995160698890686,0.3120307624340057,0.6048352718353271,-0.0248398333787918,0.9995529651641846,0.311966210603714,0.6045380234718323,-0.0248701311647892,0.9995136260986328,0.3119155764579773,0.604316771030426,-0.0248245075345039,0.9995869398117064,0.3128352463245392,0.6011196970939636,0.007943857461214,0.9994586110115052,0.3133747577667236,0.5981377363204956,0.0079067070037126,0.9994497299194336,0.3139484226703644,0.5950887799263,0.0078783435747027,0.9996306896209716,0.3190488517284393,0.5936394333839417,-0.0857958495616912,0.9991165399551392,0.322014182806015,0.5788671374320984,0.0577743463218212,0.9994263648986816,0.3312580585479736,0.6128751039505005,-0.0187355857342481,0.9993941187858582,0.3330783545970917,0.6087278127670288,0.0231957882642745,0.9992373585700988,0.3784518837928772,0.617759644985199,-0.1795011162757873,0.999910533428192,0.3886610567569732,0.5723274946212769,0.1645108014345169,0.9994550347328186,0.3854314982891083,0.7761726975440979,-0.216953843832016,0.98792827129364,0.3973643779754638,0.7208962440490723,0.1780839711427688,0.2527721524238586,0.3737044632434845,0.942922055721283,-0.1938040554523468,0.9807759523391724,0.3842592537403106,0.8406949639320374,0.101833090186119,0.4299635291099548,0.3523871600627899,0.957123637199402,-0.2290244102478027,0.9728465676307678,0.3688673377037048,0.8434352278709412,0.1064055413007736,0.4380044341087341,0.3497504591941833,0.9457576274871826,-0.2098811119794845,0.970939040184021,0.3671520352363586,0.8507859706878662,0.0680529177188873,0.442676693201065,0.3581488728523254,0.9419490098953248,-0.1849944293498993,0.9523874521255492,0.373567670583725,0.8539959192276001,0.0839616656303405,0.4447948634624481,0.5398110747337341,0.7093183994293213,-0.1117324084043502,0.9993501901626588,0.5346907377243042,0.664642870426178,0.1116100773215293,0.9970470666885376,0.6541591882705688,0.8039823770523071,-0.1129987388849258,0.9448106288909912,0.6478787064552307,0.7587637305259705,0.1846673935651779,0.2924850285053253,0.7802661061286926,0.8664733171463013,-0.1119730845093727,0.9852570295333862,0.7435855269432068,0.806508481502533,0.2718401551246643,0.5703663229942322,0.8125138282775879,0.8763614892959595,-0.1161898002028465,0.9879930019378662,0.7606774568557739,0.7941587567329407,0.279254138469696,0.7468241453170776,0.7479842305183411,0.93992418050766,-0.1881212890148162,0.9792011976242064,0.7299491167068481,0.8830803036689758,0.2453662157058715,0.7945533990859985
 hips_deep,0.2885683178901672,0.6981011629104614,-0.0215124320238828,0.9994461536407472,0.2804366648197174,0.6864199042320251,-0.0497880391776561,0.9995802640914916,0.2803069055080414,0.6865870356559753,-0.0498435385525226,0.9995355606079102,0.2802289128303528,0.6867988109588623,-0.049888901412487,0.9996147751808168,0.281641274690628,0.6815995573997498,-0.0160745177417993,0.999419629573822,0.2823677957057953,0.6783204078674316,-0.0160220880061388,0.9993550777435304,0.2831773459911346,0.6746389269828796,-0.0160432942211627,0.9995514750480652,0.2873188853263855,0.6784859299659729,-0.1258095651865005,0.9993793964385986,0.2913522124290466,0.6585633158683777,0.0271514169871807,0.999495565891266,0.2979007363319397,0.699924886226654,-0.0438469983637332,0.9995630383491516,0.2997550070285797,0.6944257020950317,-0.0005530159105546,0.9994866251945496,0.3419443964958191,0.6992097496986389,-0.1923539191484451,0.9999657869338988,0.3537988662719726,0.6475511193275452,0.1337579041719436,0.999694049358368,0.4048543572425842,0.8182071447372437,-0.2315698564052581,0.9863112568855286,0.4050231575965881,0.7431040406227112,0.2177476435899734,0.1304791420698166,0.3767047524452209,0.9395309686660768,-0.2135664522647857,0.9846919178962708,0.3856077790260315,0.8452547788619995,0.2206587791442871,0.3938302099704742,0.3576993346214294,0.956629514694214,-0.2418548613786697,0.9782754182815552,0.3684482872486114,0.8463231325149536,0.2280912846326828,0.4424102008342743,0.3524135947227478,0.9450177550315856,-0.2176531255245208,0.9770485758781432,0.3667036592960357,0.8519776463508606,0.2017272710800171,0.4462506473064422,0.3603415191173553,0.93931782245636,-0.2021399289369583,0.9579594731330872,0.37262824177742,0.8548637628555298,0.208805963397026,0.428618848323822,0.4999464452266693,0.8325227499008179,-0.1096418052911758,0.9998220205307008,0.5024212002754211,0.7838793396949768,0.1095491051673889,0.9988380670547484,0.6247715353965759,0.8728659749031067,-0.0846722275018692,0.9720419645309448,0.6163010597229004,0.8161870241165161,0.2935332655906677,0.4884446561336517,0.7629514932632446,0.8735646605491638,-0.0769885703921318,0.9932905435562134,0.7176016569137573,0.7891067266464233,0.4761118292808532,0.7050976157188416,0.7942420840263367,0.8610728979110718,-0.076234646141529,0.992339551448822,0.7366187572479248,0.7791836857795715,0.4946853518486023,0.802119791507721,0.7519206404685974,0.9505133032798768,-0.1350604593753814,0.9902791976928712,0.7175421118736267,0.8551353216171265,0.5012407302856445,0.8625815510749817
 hips_deep,0.2848691344261169,0.7172760963439941,-0.001685754628852,0.999484360218048,0.2769498825073242,0.7078768610954285,-0.0306260883808136,0.9996298551559448,0.2768277525901794,0.7086729407310486,-0.0306619517505168,0.9995750188827516,0.276745080947876,0.7096728682518005,-0.0306965224444866,0.99964839220047,0.2781841158866882,0.7014304399490356,0.0024326471611857,0.9994732141494752,0.2789309620857239,0.6974207758903503,0.0024486663751304,0.9994078874588012,0.2797413468360901,0.6933497786521912,0.002408477012068,0.9995892643928528,0.2833538651466369,0.7036729454994202,-0.1131443530321121,0.9994444847106934,0.2874453067779541,0.6798235774040222,0.0342944785952568,0.9995825290679932,0.2943550944328308,0.7191284894943237,-0.0262384749948978,0.9996119737625122,0.2959838807582855,0.7119178175926208,0.0162843503057956,0.9995572566986084,0.3384601771831512,0.7241710424423218,-0.1795139163732528,0.9999687075614928,0.3496449589729309,0.6637051105499268,0.1291524320840835,0.9996747374534608,0.4067457616329193,0.8250696063041687,-0.2105289250612259,0.9758050441741944,0.4046539664268493,0.748599648475647,0.2184787541627884,0.0860870257019996,0.3774775862693786,0.940459966659546,-0.1711936444044113,0.9694303870201112,0.3852332234382629,0.844313383102417,0.2463730573654174,0.2665269076824188,0.3571736812591553,0.9564026594161988,-0.1912999749183654,0.960188627243042,0.3676547408103943,0.8428986668586731,0.2578877210617065,0.3219109773635864,0.3515896797180176,0.94391268491745,-0.1686355769634246,0.9584776163101196,0.3679587244987488,0.8484989404678345,0.2353756427764892,0.3244578242301941,0.3599898219108581,0.9385420680046082,-0.1598954796791076,0.9290290474891664,0.3744014203548431,0.8517577052116394,0.2367178499698639,0.3115896582603454,0.4954879283905029,0.8590666055679321,-0.1068814024329185,0.9998613595962524,0.496748149394989,0.8061866760253906,0.1067792028188705,0.9989361763000488,0.6209801435470581,0.884312629699707,-0.1036114916205406,0.9778355956077576,0.6089062690734863,0.830493688583374,0.2587299942970276,0.5133923888206482,0.7639858722686768,0.8693599104881287,-0.1122351735830307,0.994426131248474,0.7046669125556946,0.796356737613678,0.4187618792057037,0.7118992209434509,0.7931932210922241,0.8503742814064026,-0.114115871489048,0.9915536046028136,0.7283097505569458,0.7749818563461304,0.4346838891506195,0.79294753074646,0.755194365978241,0.9473671913146972,-0.1740866303443908,0.991646409034729,0.7154538631439209,0.8520615696907043,0.4426408410072326,0.8618637919425964
 hips_deep,0.2836220264434814,0.726538360118866,0.0068242377601563,0.9995861053466796,0.2756543755531311,0.7168481349945068,-0.0215001367032527,0.9997015595436096,0.2754871249198913,0.7175516486167908,-0.0215213932096958,0.9996381998062134,0.2753690779209137,0.7184231281280518,-0.0215473733842372,0.9997027516365052,0.2768735289573669,0.7106056809425354,0.0115931890904903,0.999581515789032,0.277592122554779,0.7065476179122925,0.0115972524508833,0.9995223879814148,0.2784120142459869,0.7021860480308533,0.0115565806627273,0.9996742010116576,0.2817387878894806,0.7115517258644104,-0.1046106591820716,0.9995067119598388,0.2862297296524048,0.6869409680366516,0.0433908812701702,0.9996727705001832,0.2926646471023559,0.728706955909729,-0.0182093419134616,0.9996657967567444,0.2942245602607727,0.7219409346580505,0.0243360754102468,0.999653160572052,0.3364995121955871,0.7275940179824829,-0.1760054230690002,0.9999675750732422,0.3497344851493835,0.6693655252456665,0.1326487511396408,0.999739706516266,0.4072761535644531,0.8264747858047485,-0.192791149020195,0.9606056213378906,0.4085089564323425,0.746044397354126,0.2125892341136932,0.0618434213101863,0.3768146634101867,0.9413865208625792,-0.122706614434719,0.94065260887146,0.3874309659004211,0.8472847938537598,0.2361034452915191,0.1878892183303833,0.3554756343364715,0.9572172164916992,-0.1369164288043975,0.9278066754341124,0.372205913066864,0.8453435897827148,0.2454945743083953,0.2444220334291458,0.3504204750061035,0.9431567788124084,-0.1173495203256607,0.9262470602989196,0.3713850378990173,0.8500231504440308,0.2230001240968704,0.2480717003345489,0.3589952290058136,0.9377842545509338,-0.1118561774492263,0.8845373392105103,0.3776342570781708,0.8540480136871338,0.2259286940097808,0.2386797815561294,0.4915112555027008,0.8638375401496887,-0.1082300096750259,0.9998952746391296,0.4943566918373108,0.8095905780792236,0.1080218777060508,0.9992274641990662,0.6191061735153198,0.8888173699378967,-0.0864243358373642,0.9805335998535156,0.6064202189445496,0.830314576625824,0.2545201182365417,0.543481171131134,0.7592989206314087,0.8711795210838318,-0.0904631689190864,0.9949353337287904,0.7042475938796997,0.7912185788154602,0.4046054482460022,0.7391310334205627,0.7916346788406372,0.8491905927658081,-0.0914506688714027,0.9912874102592468,0.7272557020187378,0.7789394855499268,0.4193461537361145,0.8032196760177612,0.7514384984970093,0.94544118642807,-0.1497566848993301,0.9922357201576232,0.7148456573486328,0.8516186475753784,0.42383474111557,0.8667022585868835
hips_normal,0.3200229108333587,0.6132817268371582,0.0003159411426167,0.9995838403701782,0.3113302588462829,0.6059393882751465,-0.0251086317002773,0.999624252319336,0.311211884021759,0.6061481237411499,-0.025137597694993,0.999589204788208,0.3110848367214203,0.6063783764839172,-0.0250847432762384,0.9996498227119446,0.3120008409023285,0.6015729308128357,0.0072286771610379,0.9995368123054504,0.3124167919158935,0.5987290740013123,0.0071884281933307,0.999518096446991,0.3128661513328552,0.5958309769630432,0.0071591376326978,0.999674379825592,0.3178326785564422,0.5967779159545898,-0.0897313803434372,0.9992879629135132,0.3209977447986603,0.5797051787376404,0.0499745644629001,0.9995424151420592,0.3301269114017486,0.613927960395813,-0.01950897090137,0.9995167255401612,0.3318779170513153,0.6092892289161682,0.021754253655672,0.999415636062622,0.3786675035953522,0.6199755668640137,-0.1865591406822204,0.9999334812164308,0.3875453472137451,0.569479763507843,0.1501263529062271,0.9996355772018432,0.385067880153656,0.7800658941268921,-0.2285362929105758,0.9863616824150084,0.3957666456699371,0.7213690280914307,0.1780877262353897,0.2469363063573837,0.373334676027298,0.9445126056671144,-0.2120818793773651,0.9783167839050292,0.383996307849884,0.8394519090652466,0.1065323203802108,0.4415680170059204,0.3503214716911316,0.9589795470237732,-0.2507542967796325,0.9705866575241088,0.3680591583251953,0.8412491679191589,0.1096384301781654,0.4531057775020599,0.3480311632156372,0.947697103023529,-0.2281342297792434,0.9688848853111268,0.366537868976593,0.8470147848129272,0.0722316280007362,0.4577807486057281,0.3564980626106262,0.943724811077118,-0.2030785083770752,0.9486656188964844,0.3729296028614044,0.8505375981330872,0.0888894498348236,0.4551176428794861,0.5401781797409058,0.7147207260131836,-0.1125873327255249,0.9995876550674438,0.5357023477554321,0.6677006483078003,0.1124418154358863,0.9980078935623168,0.6558552384376526,0.8082441687583923,-0.1038406118750572,0.9527027010917664,0.6482378840446472,0.7609738111495972,0.2064243108034134,0.3425216972827911,0.7825285196304321,0.8702273964881897,-0.1102849692106247,0.9879237413406372,0.7435895204544067,0.8036807775497437,0.3099192380905151,0.6029950380325317,0.815112292766571,0.8787490129470825,-0.1151167601346969,0.9894905090332032,0.7600165605545044,0.7875432372093201,0.3195251822471618,0.7582430243492126,0.749203085899353,0.9415865540504456,-0.1850142627954483,0.983138620853424,0.7291646599769592,0.8792260885238647,0.295838326215744,0.8129393458366394
 hips_deep,0.2879591882228851,0.73000168800354,-0.0181210599839687,0.9996352791786194,0.2799643874168396,0.7191405296325684,-0.0466644689440727,0.9997435808181764,0.2799289226531982,0.7188490033149719,-0.0467077046632766,0.9997060894966124,0.2799473404884338,0.7184780836105347,-0.0467417761683464,0.99975848197937,0.2807959616184234,0.7141348719596863,-0.0115693947300314,0.9996170997619628,0.2813221514225006,0.7102896571159363,-0.0115521010011434,0.999563992023468,0.2819618582725525,0.706070601940155,-0.0115816798061132,0.9997024536132812,0.2877091765403747,0.7046104073524475,-0.1292741447687149,0.999621033668518,0.2906357645988464,0.6866298913955688,0.0291888825595378,0.9996890425682068,0.298226535320282,0.7297473549842834,-0.0418365523219108,0.9997262358665466,0.2997601926326751,0.724303126335144,0.0034879357554018,0.9996655583381652,0.3443674743175506,0.7196948528289795,-0.189691424369812,0.999975562095642,0.3532519936561584,0.6600852012634277,0.1254439949989318,0.9997592568397522,0.4110784530639648,0.8291234374046326,-0.2246607989072799,0.9813214540481568,0.4084455072879791,0.7476242780685425,0.2148782014846801,0.0937546119093895,0.3773066699504852,0.940104365348816,-0.1904277503490448,0.980073630809784,0.3855777382850647,0.8459574580192566,0.2429775446653366,0.2892100512981415,0.3567451536655426,0.9557786583900452,-0.2138751000165939,0.9738221764564514,0.3672109246253967,0.8403604030609131,0.2537523806095123,0.3483616411685943,0.3515003323554992,0.9417710900306702,-0.1898569017648697,0.9726383090019226,0.3669734299182892,0.8458462357521057,0.2310649156570434,0.3504017293453216,0.3604638278484344,0.9366015195846558,-0.178809717297554,0.9501111507415771,0.3737708926200866,0.8513677716255188,0.2332044839859008,0.3359788358211517,0.4951576590538025,0.8593499064445496,-0.1065121293067932,0.9998690485954284,0.4977719783782959,0.8064574599266052,0.106379747390747,0.9990307092666626,0.6210179328918457,0.8821794390678406,-0.0773983225226402,0.972029149532318,0.6112486124038696,0.8272769451141357,0.2505078613758087,0.5048603415489197,0.7628259062767029,0.8716493248939514,-0.0523823089897632,0.9935463666915894,0.7117457985877991,0.7924401760101318,0.410773903131485,0.7046727538108826,0.7930750846862793,0.8484923243522644,-0.0504734404385089,0.9906204342842102,0.7351323366165161,0.7771655321121216,0.4273460805416107,0.8036216497421265,0.7568501234054565,0.944887101650238,-0.1063317656517028,0.9912824630737304,0.720584511756897,0.8534577488899231,0.4301726222038269,0.8626289963722229
 hips_deep,0.2872417569160461,0.7311646342277527,-0.0149031532928347,0.9995580315589904,0.2792404890060425,0.7214265465736389,-0.0452595390379428,0.9996932744979858,0.279197096824646,0.721795916557312,-0.0452758409082889,0.9996384978294371,0.2792108356952667,0.7221922278404236,-0.0452992022037506,0.9996975064277648,0.2801413536071777,0.7152621150016785,-0.0100747281685471,0.9995330572128296,0.2807216942310333,0.7112370729446411,-0.0100724613294005,0.9994765520095824,0.2814463078975677,0.7068831324577332,-0.0101113859564065,0.999647855758667,0.286906898021698,0.7124335169792175,-0.1307604163885116,0.9995130300521852,0.2903217375278473,0.6894304156303406,0.0267416983842849,0.999646008014679,0.2975253462791443,0.7313446998596191,-0.0413356460630893,0.9996710419654846,0.2991514801979065,0.7250055074691772,0.0039720572531223,0.9996241331100464,0.3446448147296905,0.7257273197174072,-0.1929402649402618,0.9999712705612184,0.3533540666103363,0.6634629964828491,0.1154133677482605,0.9997557997703552,0.410889208316803,0.8314856886863708,-0.2269081175327301,0.9745492935180664,0.4100565016269684,0.7472451329231262,0.2125323265790939,0.0763218700885772,0.3772246241569519,0.940715193748474,-0.1992489546537399,0.9719987511634828,0.386298656463623,0.8470089435577393,0.2523137927055359,0.2357167452573776,0.3563486635684967,0.9559984803199768,-0.2231309860944748,0.9646669030189514,0.3688143491744995,0.8405844569206238,0.2641362845897674,0.2954491674900055,0.3517203629016876,0.941543996334076,-0.2019122540950775,0.9634128212928772,0.3685594201087951,0.8456898331642151,0.2402161806821823,0.2977630198001861,0.360460489988327,0.9363698959350586,-0.1900196820497512,0.9353914260864258,0.3753001093864441,0.8511571884155273,0.2423967570066452,0.2865846753120422,0.4940481781959533,0.8662426471710205,-0.106988750398159,0.9998569488525392,0.4958326816558838,0.8123111128807068,0.1068119034171104,0.99899023771286,0.6204217672348022,0.8888286352157593,-0.0555385947227478,0.9719957113265992,0.6078583002090454,0.8293479681015015,0.243883803486824,0.5289782881736755,0.7576004862785339,0.8724933862686157,-0.0215607117861509,0.9937284588813782,0.7047663927078247,0.7922293543815613,0.4020396173000335,0.7257185578346252,0.788965106010437,0.8490777015686035,-0.0188282541930675,0.9898948669433594,0.726692795753479,0.7803015112876892,0.4182132184505462,0.8141154050827026,0.7535216808319092,0.9450753927230836,-0.075801283121109,0.9914201498031616,0.7182799577713013,0.851391613483429,0.4166905283927917,0.871150016784668
 hips_deep,0.2875663340091705,0.7313238978385925,-0.0065125511027872,0.9994727373123168,0.279448539018631,0.7224622368812561,-0.0355975106358528,0.9996415972709656,0.2793704271316528,0.7228921055793762,-0.0356282293796539,0.999563455581665,0.2793494760990143,0.7233017086982727,-0.0356610901653766,0.9996333122253418,0.2803729474544525,0.7162363529205322,-0.0012309451121836,0.9994555115699768,0.2809354960918426,0.7122431993484497,-0.001241484307684,0.9993958473205566,0.2816546559333801,0.707848072052002,-0.0012809438630938,0.9996002316474916,0.2869966328144073,0.7136593461036682,-0.1219016760587692,0.99941086769104,0.2904438972473144,0.6910994648933411,0.0318367704749107,0.9996111392974854,0.2976466119289398,0.731945812702179,-0.0326013043522834,0.9995999336242676,0.2992581725120544,0.7256987690925598,0.0116234179586172,0.9995773434638976,0.3455606400966644,0.7298485040664673,-0.1866241842508316,0.9999628663063048,0.3538976311683655,0.665852427482605,0.1198353543877601,0.99975848197937,0.4120519757270813,0.8334015011787415,-0.2038827836513519,0.9652590751647948,0.4097515642642975,0.7504101395606995,0.2134654223918914,0.0630529299378395,0.3769248723983764,0.9417833089828492,-0.1462671011686325,0.9572339057922364,0.3858874440193176,0.8507120609283447,0.2579863369464874,0.1936129629611969,0.3552634716033935,0.9568981528282166,-0.1633200943470001,0.9476689100265504,0.3681025505065918,0.8429936766624451,0.2701888680458069,0.2531138062477112,0.3508477509021759,0.941954791545868,-0.1415335536003112,0.9463856816291808,0.3678106069564819,0.8470384478569031,0.2456061094999313,0.2561046779155731,0.3593833744525909,0.936783254146576,-0.1350950300693512,0.910898745059967,0.3744866847991943,0.8520599603652954,0.2476271688938141,0.2478685677051544,0.4937528669834137,0.8713260889053345,-0.1071060672402381,0.999849259853363,0.4958651959896087,0.8170815110206604,0.1068892329931259,0.9990302324295044,0.6209496259689331,0.8938078284263611,-0.0664211809635162,0.9702889323234558,0.6079505681991577,0.8308663368225098,0.2406423091888427,0.526516854763031,0.7578431367874146,0.873754620552063,-0.0434559360146522,0.9929906725883484,0.7059680223464966,0.7941105365753174,0.3905647099018097,0.7227919101715088,0.788957953453064,0.8519790768623352,-0.0411554351449012,0.9883705377578736,0.7283675074577332,0.782563328742981,0.4055225849151611,0.8101009130477905,0.7545427083969116,0.9504994750022888,-0.0887565612792968,0.9901890754699708,0.7174434661865234,0.8497973680496216,0.410294771194458,0.8651025295257568
 hips_deep,0.2873102128505707,0.7333514094352722,-0.0158556029200553,0.9995720386505128,0.279290109872818,0.7236899733543396,-0.0424819067120552,0.9997062683105468,0.2792078256607055,0.7233938574790955,-0.0425272732973098,0.9996293783187866,0.2791894376277923,0.7229334712028503,-0.0425511375069618,0.9996933937072754,0.2801962196826935,0.7187255620956421,-0.0090318713337183,0.999562442302704,0.2807024717330932,0.7151312232017517,-0.0090232929214835,0.9995089769363404,0.2812994122505188,0.7111653089523315,-0.0090582240372896,0.9996805787086488,0.2867492139339447,0.7084876894950867,-0.1175149083137512,0.9994938969612122,0.2895991206169128,0.6924943327903748,0.0336728021502494,0.9996874928474426,0.2970711290836334,0.7329995036125183,-0.0370981693267822,0.9996631145477296,0.2984696924686432,0.727868378162384,0.0060848505236208,0.999655783176422,0.344819575548172,0.7098996639251709,-0.1755435913801193,0.999966561794281,0.3531779646873474,0.6634006500244141,0.125617429614067,0.9998025298118592,0.4064815938472748,0.8305177688598633,-0.2020746916532516,0.9649868607521056,0.4067073762416839,0.7508376240730286,0.201478362083435,0.0615896694362163,0.3744142055511474,0.9443108439445496,-0.1693000793457031,0.9558451175689696,0.385402649641037,0.8544949293136597,0.2183826714754104,0.1773541569709777,0.3525087833404541,0.9591861963272096,-0.1933425664901733,0.9456723928451538,0.3694356083869934,0.8483939170837402,0.2266558855772018,0.2374425530433654,0.3478370606899261,0.944703996181488,-0.1719477027654647,0.9444228410720824,0.3686419129371643,0.852605938911438,0.2029648125171661,0.2400838285684585,0.3568668663501739,0.9395669102668762,-0.1589960753917694,0.908100962638855,0.3749676644802093,0.8582029342651367,0.2079108506441116,0.2332296818494796,0.4920744001865387,0.8539822101593018,-0.1041723862290382,0.9998791813850404,0.4945539832115173,0.804175078868866,0.103994645178318,0.999228060245514,0.6203745603561401,0.8907445073127747,-0.0891986042261123,0.9699996709823608,0.6066648364067078,0.8335909247398376,0.2388206422328949,0.4935160279273987,0.7592923641204834,0.8743669986724854,-0.0834783017635345,0.9925059676170348,0.7070857286453247,0.7919811010360718,0.387717068195343,0.6954097151756287,0.7894643545150757,0.8540456891059875,-0.0841253250837326,0.987680971622467,0.7302728295326233,0.7817389369010925,0.4019993245601654,0.7900092005729675,0.7553852796554565,0.9533386826515198,-0.1417450606822967,0.9900602102279664,0.7150195240974426,0.8484125733375549,0.4047405123710632,0.8530774116516113
